"GAMEPLAY_Pve_Travel_Reverse"	"Reise"
"eula1_text_16"	"4.3. BESCHRÄNKTE HAFTUNG; HAFTUNGSAUSSCHLUSS FÜR FOLGESCHÄDEN. SIE ÜBERNEHMEN ALE KOSTEN FÜR JEGLICHE SCHÄDEN, DIE AUS IHRER BENUTZUNG DES PRODUKTS UND VON INFORMATIONEN, DIE IM PRODUKT ENTHALTEN ODER DURCH DAS PRODUKT KOMPILIERT SIND, UND AUS DER INTERAKTION (ODER DES VERSAGENS DER RICHTIGEN INTERAKTION) MIT JEDER ANDEREN HARDWARE ODER SOFTWARE, EGAL, OB SIE GAIJIN ODER JEGLICHE DRITTE PARTEI GEWÄHRTE, ENTSTEHEN. IM MAXIMALEN UMFANG, DER DURCH DAS GESETZ ERLAUBT IST, HAFTET WEDER GAIJIN NOCH SEINE LIEFERANTEN FÜR IRGENDWELCHE SCHÄDEN (EINSCHLIESSLICH UND OHNE EINSCHRÄNKUNG VON SCHÄDEN AUFGRUND EINES VERLUSTS DES GESCHÄFTSGEWINNS, DER UNTERBRECHUNG DES UNTERNEHMENS, DES VERLUSTS VON GESCHÄFTLICHEN INFORMATIONEN, DES VERLUSTS DES GUTEN NAMENS, DER AUSSETZUNG VON ARBEITEN, EINER ZERSTÖRUNG, EINES FEHLERS ODER VERSAGENS DER HARDWARE ODER SOFTWARE, VON REPARATURKOSTEN, DES ZEITWERTS ODER EINES ANDEREN GELDVERLUSTS), DIE AUS DER BENUTZUNG ODER UNMÖGLICHKEIT DER BENUTZUNG DES PRODUKTS ODER DER NICHTKOMPATIBILITÄT DES PRODUKTS MIT JEGLICHER HARDWARE, SOFTWARE ODER DER BENUTZUNG ENTSTEHEN, AUCH WENN DIESE PARTEI AUF DIE MÖGLICHKEIT DER ENTSTEHUNG SOLCHER SCHÄDEN HINGEWIESEN WURDE. IN KEINEM FALL DARF DIE GESAMTHAFTUNG VON GAIJIN GEGENÜBER IHNEN FÜR ALLE SCHÄDEN IM RAHMEN VON EINER ODER MEHRERER KLAGEN, DIE AUF DER GRUNDLAGE DES VERTRAGS, EINER ABSICHTLICHEN VERLETZUNG DES RECHTS ODER ANDERS ENTSTEHEN, DEN BETRAG ÜBERSTEIGEN, DER VON IHNEN FÜR DAS PRODUKT ERSTATTET WURDE. DIESE BESCHRÄNKTE HAFTUNG BEZIEHT SICH NICHT AUF DIE HAFTUNG FÜR EINEN TODESFALL ODER DIE VERLETZUNG VON PERSONEN BIS ZU DEM MASS, IN DEM DAS ENTSPRECHENDE GESETZ DIESE EINSCHRÄNKUNG VERBIETET. AUSSER DEM, IM HINBLICK DARAUF, DASS EINIGE RECHTSSPRECHUNGEN DIE HERAUSNAHME ODER BESCHRÄNKTE HAFTUNG FÜR FOLGE- ODER NEBENSCHÄDEN NICHT ERMÖGLICHEN, MUSS SICH DIE OBEN AUFGEFÜHRTE EINSCHRÄNKUNG NICHT BEZIEHEN."
"eula1_text_17"	"5. Ihre Informationen und Datenschutzerklärung der Gaijin||5.1. Datenschutzerklärung. Hiermit geben Sie Ihre ausdrückliche Zustimmung, dass Gaijin ihre personenbezogenen Daten verarbeiten kann (die von Seiten der Gaijin oder ihrer Vertreiber gesammelt werden können), gemäß der Datenschutzerklärung von Gaijin, die zum Tag der Wirksamkeit dieser Vereinbarung gültig sind, die als dieser Vereinbarung durch den Verweis in ihr in diesem Absatz als eingeschlossen angesehen werden (siehe http://crossout.net/de/support/privacypolicy​). Durch den Abschluss dieser Vereinbarung stimmen Sie zu, dass Gaijin Informationen über Sie sammeln und sich belassen kann, einschließlich Ihres Namens, der E-Mailadresse und von Informationen über die Zahlkarte. Gaijin beschäftigt andere Gesellschaften und Einzelpersonen zur Durchführung bestimmter Handlungen in ihrem Namen. Beispiele dessen umfassen die Leistung von Bestellungen, die Lieferung von Sendungen, Sendungen von normaler Post und E-Mails, Beseitigung sich wiederholender Informationen aus den Kundenverzeichnissen, Analysierung von Daten, Gewährung von Marketingassistenz, Verarbeitung von Zahlungen mit Zahlkarten und Anbieten von Dienstleistungen für die Kunden. Diese dritten Parteien haben Zugang zu Informationen, die für die Erfüllung ihrer Aufgaben notwendig sind, sie dürfen jedoch diese Informationen nicht zu anderen Zwecken verwenden. Gaijin veröffentlicht die Datenschutzerklärung auf ihrer Webseite und kann sie von Zeit zu Zeit nach ihrer eigenen Erwägung anpassen. Vor der Genehmigung dieser Vereinbarung empfehlen wir, sich die Datenschutzerklärung von Gaijin durchzulesen, da sie ausführlich erklärt, auf welche Art Gaijin Ihre Informationen speichern und benutzen wird. Wenn Sie eine Organisation sind, müssen Sie sicherstellen, dass jedes Mitglied Ihrer Organisation (einschließlich der Mitarbeiter und Lieferanten), über die Sie der Gaijin persönliche Informationen gewähren können, seine ausdrückliche Zustimmung dazu gibt, dass Gaijin diese personenbezogenen Daten verarbeiten darf. Gaijin oder ihre Vertreiber werden die personenbezogenen Daten in dem Land verarbeiten, in dem sie gesammelt wurde, und am ehesten in den Vereinigten Staaten und in der Russischen Föderation. Die Gesetze dieser Rechtssprechungen, die sich auf die Verarbeitung personenbezogener Daten beziehen, können mehr oder weniger strikt sein, als die Gesetze in Ihrer Rechtssprechung."
"eula1_text_18"	"6. Sonstiges||6.1. Anwendbares Recht; Rechtssprechung und Verhandlungsort. Diese Vereinbarung richtet sich nach dem Gesetz von Virginia und wird nach diesem ausgelegt und eingefordert, ohne Rücksicht auf Kollisionen von Rechtsnormen und Prinzipien. Im Umfang, der durch das Gesetz erlaubt ist, haben die Bestimmungen dieser Vereinbarung Vorrang vor den Bestimmungen des Einheitlichen Handelsgesetzbuches in Beziehung zum Produkt in jeglicher entsprechender Rechtssprechung. Diese Vereinbarung richtet sich nicht nach dem Übereinkommen der UN über Verträge über den internationalen Warenkauf, deren Anwendung ausdrücklich abgelehnt und ausgeschlossen wird. Wenn Sie für die Zwecke der Bestimmung der persönlichen Zuständigkeit den Wohnsitz in den Vereinigten Staaten haben, sind für die Entscheidung jeglicher Streitfälle, die aus dieser Vereinbarung entstehen, die föderalen und staatlichen Gerichte auf der Gebiet von Virginia zuständig. Sie stimmen zu, dass diese Vereinbarung in Virginia erfüllt wird, und dass alle Klagen, Streitigkeiten, Auseinandersetzungen und Ansprüche, die auf der Grundlage dieser Vereinbarung eröffnet werden können, oder die aus dieser Vereinbarung entstehen oder mit ihr zusammenhängen, oder jegliche ihrer Verletzung, ausschließlich durch die föderalen und staatlichen Gerichte von Virginia geklärt werden, und Sie, in dem Umfang, der durch das entsprechende Gesetz erlaubt ist, hiermit auf das Recht verzichten, den Verhandlungsort in einen anderen Staat, Region, Bezirk oder Rechtssprechung zu ändern; nichtsdestotrotz ist der Lizenzgeber als Antragsteller berechtigt, ein Gerichtsverfahren bei jeglichem Gericht mit kompetenter Rechtssprechung einzuleiten. Wenn Sie den Wohnsitz außerhalb des Gebiets der USA haben, stimmen Sie hiermit dem zu, dass sämtliche Klagen, Streitigkeiten und Ansprüche, die auf der Grundlage dieser Vereinbarung entstehen oder die sich auf diese Vereinbarung beziehen, durch ein Schiedsverfahren bei der Internationalen Handelskammer gemäß ihren Regeln des Schiedsverfahrens („Regeln“) entschieden und geklärt werden. Einen Schiedsrichter ernennt der Antragsteller und einen Schiedsrichter ernennt der Widersacher und die zwei genannten Schiedsrichter ernennen einen dritten Schiedsrichter, und zwar in Einklang mit den Bestimmungen der Regeln. Ort des Schiedsverfahrens wird Washington, DC, USA sein. Die Sprache des Schiedsverfahrens wird Englisch sein. Jede erlassene Entscheidung des Schiedsrichters (der Schiedsrichter) ist für die beteiligten Parteien endgültig und verbindlich und stellt ein alleiniges Rechtsmittel in jedem Streitfall zwischen den beteiligten Parteien dar, was die strittigen Fragen anbelangt, die im gegebenen Schiedsverfahren geklärt wurden."
"eula1_text_19"	"6.2. Verjährungsfrist. Keine der Parteien dieser Vereinbarung kann eine Klage einreichen, ohne Rücksicht auf die Form, die aus Transaktionen gemäß dieser Vereinbarung entstehen, nach Verstreichen von einem (1) Jahr ab Entstehung des Grunds für die Klage, oder ab dem Moment, an dem die Entstehung des Grunds für die Klage festgestellt wurde, mit Ausnahme von Klagen wegen Verletzung von Rechten des geistigen Eigentums, die man während der maximalen zulässigen gesetzlichen Frist gemäß den Rechtsvorschriften einreichen kann.||6.3. Vollständige Vereinbarung; Salvatorische Klausel; Verbot einer Ausnahme. Diese Vereinbarung stellt die vollständige Vereinbarung dar, die Sie abschlossen, und ersetzt alle vorgehenden Vereinbarungen, Entwürfe, Mitteilungen oder Reklamen, mündlich oder schriftlich, die sich auf das Produkt oder den Gegenstand dieser Vereinbarung unter der Voraussetzung beziehen, dass Gaijin und auch Sie die Anwendbarkeit dieser Vereinbarung auf der Grundlage der vorhergehenden, gleichzeitigen oder folgenden schriftlichen Vereinbarung mit Verweis auf diesen Absatz 6.3 der Vereinbarung mit ausdrücklicher Festlegung dieser Einschränkung, Regelung oder Änderung einschränken, regeln oder ändern können. Sie bestätigen, dass Sie diese Vereinbarung durchlasen, ihren Inhalt verstehen, und sie dem zustimmen, dass sie an ihre Bedingungen gebunden sind. Wenn irgendein Gericht mit kompetenter Rechtssprechung irgendeine Bestimmung dieser Vereinbarung aus irgendeinem Grund ungültig, unwirksam oder uneintreibbar, ganz oder zum Teil, befindet, wird diese Bestimmung so strikter ausgelegt, damit sie gültig und eintreibbar ist, und damit die gesamte Vereinbarung aus diesem Grund nicht ihre Bedeutung verliert, wobei der verbleibende Teil der Vereinbarung weiterhin in voller Wirksamkeit und Gültigkeit sein wird, im vollständigen Maß, das durch das Gesetz erlaubt ist. Kein Erlass der Verletzung irgendwelcher Bestimmungen dieser Vereinbarung wird ein Erlass einer Verletzung einer vorhergehenden, gleichzeitigen oder folgenden Bestimmung darstellen, und der Erlass einer Verletzung einer Bestimmung ist nur dann gültig, wenn er schriftlich angefertigt wurde."
"eula1_text_2"	"Ihre Benutzung von Dienstleistungen, die mit dem Produkt zusammenhängen (wie dieser Terminus unten definiert ist) unterliegt der Datenschutzerklärung („Datenschutzerklärung“), die auf $url href=\"http://crossout.net/de/support/privacypolicy/\" text=\"http://crossout.net/de/support/privacypolicy/\"$​ zur Verfügung stehen und den Bedingungen von Gaijin für die Benutzung auf $url href=\"http://crossout.net/de/support/termsofuse\" text=\"http://crossout.net/de/support/termsofuse\"$. Diese elektronische Lizenzvereinbarung mit dem Endbenutzer („Vereinbarung“) ist eine rechtliche Vereinbarung zwischen Ihnen (als Einzelperson oder Subjekt), („Lizenzbenutzer“) und der Gaijin Entertainment („Gaijin“) hinsichtlich des Online-Spiels mit der Bezeichnung Crossout („Spiel“) und der zusammenhängenden Software, die Sie herunterladen möchten, oder die heruntergeladen wird oder anders mittels den Dienstleistungen von Gaijin oder des Netzes in der Form eines Objektcodes erlangt wird, einschließlich und ohne Einschränkung (a) aller Inhalte von Dateien oder anderer Medien, die Ihnen der Lizenzgeber im Zusammenhang mit dieser Vereinbarung gewährt („Software“), (b) aller eventuellen folgenden Upgrades, Revisionen, zeitweiligen Reparaturen, Erweiterungen, Reparaturen und Anpassungen, Kopien, Zusätze oder korrigierten Versionen der Software, für die Ihnen Gaijin die Lizenz erteilt (gemeinsam als „Aktualisierung“), unter der Voraussetzung, dass die Aktualisierung keine neue anschließende Version der Software oder des Spiels mit neuer Bezeichnung oder mit anderer erster Zahl in der Bezeichnung, z.B. 2.0 oder 3.0 („neue Version“) enthalten wird, sondern jegliche kleinere Revisionen der Software oder der Version des Spiels enthalten wird, und diese kleineren Revisionen können durch Änderung der Zehntelstelle gekennzeichnet werden, z.B. 2.5 oder 2.6, und (c) der zusammenhängenden Benutzerdokumentation und erklärenden Materialien oder Dateien, die in schriftlicher Form, „Online“ oder in elektronischer Form („Dokumentation“ und gemeinsam mit der Software und den Aktualisierungen weiter als „Produkt“) gewährt werden. Sie sind an die Bedingungen dieser Lizenzvereinbarung mit dem Endbenutzer gebunden, egal, ob Sie den Zugang zum Produkt direkt von Gaijin oder aus jeglicher anderer Quelle erlangen. Für die Zwecke dieser Vereinbarung bedeutet „Sie“ eine Einzelperson, die das Produkt auf eigene Verantwortung installiert oder benutzt."
"eula1_text_20"	"6.4. Kontaktinformationen. Wenn Sie irgendwelche Fragen haben, die sich auf diese Vereinbarung beziehen, oder wenn Sie aus irgendeinem Grund Gaijin kontaktieren möchten, wenden Sie sich bitte an unsere Kundenabteilung, an legals@gaijinent.com||Copyright © 2016. Gaijin Entertainment und seine Lizenzgeber. Alle Rechte vorbehalten. Das Produkt, einschließlich der Software und der beigelegten Dokumentation, sind durch Urheberrechte und durch die Gesetze über den Schutz von Urheberrechten und durch andere Gesetze und Verträgen, die sich auf das geistige Eigentum beziehen, geschützt."
"eula1_text_3"	"Für die Zwecke dieser Vereinbarung bedeutet „Webseite Gaijin“ die Webseite, die von Gaijin oder im Namen von Gaijin hinsichtlich des Spiels, der zusammenhängenden Dienstleistungen verwaltet wird, wie es die Bedingungen auf $url href=\"http://crossout.net/de/support/termsofuse/\" text=\"http://crossout.net/de/support/termsofuse/\"$​ und das Produkt beschreiben. Die Webseite Gaijin befindet sich gegenwärtig auf $url href=\"http://crossout.net/\" text=\"http://crossout.net/\"$​.||Durch die Installierung des Produkts (Klient) und/oder durch Ausfüllen der zusammenhängenden Registrierung und durch Erlangung des Zugangs zum Spiel, durch Herunterladen, Abspeicherung, Hochladen, Installierung, Durchführung, Abbildung, Kopieren des Produkts in den Speicher des Computers oder durch Benutzung des Produkts auf andere Art bei Benutzung seiner Funktionalität in Einklang mit der Dokumentation („Handhabung“), stimmen Sie der Einhaltung der Bedingungen dieser Vereinbarung zu. Wenn Sie den Bedingungen dieser Vereinbarung nicht zustimmen, ist Gaijin nicht bereit, Ihnen die Lizenz für dieses Produkt zu erteilen. In diesem Fall werden Sie mit dem Produkt weder handhaben noch es benutzen können.||BEVOR SIE DAS FELD „ICH STIMME ZU“ ANKLICKEN, LESEN SIE SORGFÄLTIG DIE BEDINGUNGEN DIESER VEREINBARUNG DURCH. IHR KLICKEN AUF DAS FELD „ICH STIMME ZU“ BEDEUTET IHRE UNTERSCHRIFT UND IHRE ZUSTIMMUNG ZU DEN BEDINGUNGEN DIESER VEREINBARUNG UND DASS SIE PARTEI DIESER VEREINBARUNG WERDEN. WEITERHIN STIMMEN SIE DEM ZU, DASS DIESE VEREINBARUNG WIE JEGLICHE SCHRIFTLICH AUSGEHANDELTE VEREINBARUNG, DIE SIE UNTERZEICHNEN; EINKLAGBAR IST. WENN SIE NICHT ALLEN BEDINGUNGEN DIESER VEREINBARUNG ZUSTIMMEN, KLICKEN SIE AUF DAS FELD „EXIT“ UND DIE SOFTWARE WIRD NICHT IN IHREM COMPUTER INSTALLIERT. Dieses Produkt wird nicht auf Ihrem Computer installiert, wenn Sie die Bedingungen dieser Vereinbarung nicht akzeptieren. Für die Erlangung einer Kopie dieser Vereinbarung kontaktieren Sie Gaijin auf: legals#@gaijinent.com."
"eula1_text_4"	"1. Eigentumsrechte und Geheimhaltung||1.1. Eigentumsrechte. Sie stimmen zu, dass das Produkt und die Urheberschaft, die Systeme, Ideen, Arten des Funktionierens, die Dokumentation und weitere Informationen, die im Produkt enthalten sind, geistiges Eigentum und/oder ein wertvolles Geschäftsgeheimnis von Gaijin oder seiner Lieferanten und/oder Lizenzgeber darstellen, und durch das Zivil- und Strafgesetz und das Urheberrecht, das Recht von Geschäftsgeheimnissen, Warenzeichen und Patenten der Vereinigten Staaten, anderer Länder und durch internationale Verträge geschützt sind. Sie dürfen keine Warenzeichen verwenden, außer des gedruckten Ausgangs, der durch das Produkt in Einklang mit der akzeptierten Praxis generiert wird, die sich auf Warenzeichen bezieht, einschließlich der Kennzeichnung der Benennung/des Namens des Eigentümers des Warenzeichens. Diese Benutzung des Warenzeichens begründet Ihnen keine Eigentumsrechte zum gegebenen Warenzeichen. Gaijin und/oder seine Lieferanten besitzen alle Rechte, Titel und Anteile zum Produkt und diese belassen sie sich, einschließlich und ohne Einschränkung jeglicher Korrekturen von Fehlern, Erweiterungen und anderer Anpassungen der Software, egal, ob sie Gaijin oder irgendeine dritte Partei tätigt, und aller Urheberrechte, Patente, Geschäftsgeheimnissen, Warenzeichen und anderer Rechte des geistigen Eigentums zur Software. Die Wartung, Installation oder Benutzung des Produkts durch Sie übertragen keine Ansprüche auf das geistige Eigentum zum Produkt und Sie erlangen keine Rechte auf das Produkt außer den Rechten, die ausdrücklich in dieser Vereinbarung aufgeführt sind. Alle Kopien des Produkts, die auf der Grundlage dieser Vereinbarung angefertigt werden, müssen die gleichen Informationen über das Eigentum enthalten, wie sie auf dem Produkt aufgeführt sind. Außer den Fällen, die hier ausdrücklich aufgeführt sind, erteilt Ihnen diese Vereinbarung keine Rechte des geistigen Eigentums zum Produkt, und Sie nehmen zur Kenntnis, dass die Lizenz, wie sie weiterhin definiert ist, die gemäß dieser Vereinbarung erteilt wird, Ihnen lediglich das Recht der eingeschränkten Benutzung laut den Bedingungen dieser Vereinbarung gewährt. Gaijin behält sich alle Rechte vor, die Ihnen in dieser Vereinbarung nicht ausdrücklich erteilt wurden."
"eula1_text_5"	"1.2. Quelltext. Nehmen Sie zur Kenntnis, dass der Quelltext zum Produkt Eigentum von Gaijin oder seiner Lieferanten und/oder der Lizenzgeber ist, und ein Geschäftsgeheimnis von Gaijin oder seiner Lieferanten und/oder Lizenzgeber darstellt. Sie verpflichten sich, dass Sie den Quelltext nicht ändern, ihn nicht modifizieren, nicht übertragen, rückentwickeln, dekompilieren, auseinandernehmen werden, oder anders versuchen werden, den Quelltext des Produkts auf irgendeine Art festzustellen.||1.3. Vertrauliche Informationen. Sie stimmen zu, dass – insofern diese Vereinbarung nichts anderes konkret festlegt – das Produkt, einschließlich des spezifischen Designs und der Struktur der einzelnen Programme und des Produkts, vertrauliche Eigentumsinformationen von Gaijin oder seiner Lieferanten und/oder Lizenzgeber darstellen. Sie verpflichten sich, diese vertraulichen Informationen keiner dritten Partei zu übertragen, sie nicht zu kopieren, mitzuteilen, zu gewähren oder anders zugänglich zu machen. Sie verpflichten sich, angemessene Sicherheitsmaßnahmen zum Schutz dieser vertraulichen Informationen einzuführen, jedoch unter der Voraussetzung, dass Sie unbegrenzte Kopien im Objektcode nur dann anfertigen und verbreiten können, wenn jede Kopie, die Sie anfertigen oder vertreiben, diese Vereinbarung mit der Akzeptanz ihrer Bedingungen durch den Endbenutzer vor der ersten Benutzung der gegebenen Kopie enthalten wird, und wenn diese ebenso die gleichen Informationen über die Urheberrechte und andere Informationen über das Eigentum enthalten wird, die zum Produkt gehören und die auf dem Produkt aufgeführt sind. Wenn Sie die Software aus dem Internet oder einer ähnlichen Online-Quelle herunterladen, müssen Sie die Informationen über die Urheberrechte, die zur Software gehören, bei jeder Verbreitung Online oder auf jedem Medium, das Sie verbreiten und das die Software enthält, aufführen."
"eula1_text_6"	"1.4. Verbot von Modifikationen. Sie verpflichten sich, dass Sie das Produkt auf keine Art modifizieren oder ändern werden. Sie dürfen keine Informationen über die Urheberrechte oder andere Informationen über das Eigentum von irgendwelchen Kopien der Produkte beseitigen oder ändern.||1.5. Logdateien und gespeicherte Dateien. Programmabstürze des Spiels, Logdateien des Spiels, Registerketten, erneut eingespielte Spuren, abgespeicherte Angaben, Screenshots und andere Informationen, die durch das Spiel generiert werden, können vertrauliche und private Informationen über den Benutzer enthalten, z.B.: E-Mail (Anmeldeangaben), das Verzeichnis der gestarteten Prozesse, die Benutzernamen des Operationssystems und Anmeldeangaben, Informationen über Dateien und die Hardware des Benutzers, die IP und anderes. Der Benutzer sollte seine Angaben schützen und sie niemandem mitteilen, umgekehrt macht er das auf eigenes Risiko.||1.6. Verbotene Benutzung. Sie verpflichten sich, dass Sie:||a). keine Verrichtungen durchführen werden, die Gaijin nach ihrer eigenen Erwägung als den Prinzipien oder der gedachten Benutzung der Produkte und der zusammenhängenden Dienstleistungen widersprechend ansehen wird, einschließlich und ohne Einschränkung der Umgehung dieser Vereinbarung, der Spielregeln, der Mechanik des Spiels oder der Grundsätze und ihrer Umgehung;|b). das Produkt von Gaijin nicht auf unrichtige Art benutzen werden;|c). das Produkt nicht bewusst oder unbewusst in Zusammenhang mit der Verletzung irgendeines entsprechenden Gesetzes oder Verordnung benutzen werden, oder irgendetwas tätigen werden, was zu einer Verletzung irgendeines entsprechenden Gesetzes oder Verordnung führen würde;|d). keine Cheats, Exploits, Software für die Automatisierung, Bots, Hacks, Mods oder unautorisierte Software dritter Parteien benutzen werden, deren Zweck die Änderung des Produkts oder ein Eingriff in das Produkt oder Nutzen aus dem Spiel von Gaijin ist;|e). (1) jeglichen Computer oder Server, der zum Angebot und Unterstützung des Produkts, des Spiels oder der zusammenhängenden Dienstleistungen, der Webseite von Gaijin oder des Spielumfelds von Gaijin (jedes weiter als „Server“) benutzt wird; oder (2) die Benutzung des Produkts durch andere Personen, zerstören, überlasten bei der Zerstörung oder Überlastung helfen oder assistieren werden;"
"eula1_text_7"	"f). auf keine Art einen Angriff organisieren, unterstützen werden, oder sich an seiner Organisierung oder Unterstützung beteiligen werden, einschließlich und ohne Einschränkung der Verbreitung von Viren, Angriffen, die auf das Versagen der Dienstleistungen hinsichtlich des Produkts oder des Spielumfelds, oder anderer Versuche einer Störung der Anbietung der zusammenhängenden Dienstleistungen ausgerichtet sind; oder|g). das Produkt nicht zur Veröffentlichung von Informationen benutzen werden, die beleidigend, drohend, obszön, beschämend, verleugnend oder aus rassistischer, sexueller, religiöser oder anderer Hinsicht beleidigend oder unerwünscht sind;|h). das Produkt nicht zur Veröffentlichung von Informationen benutzen werden, die Nacktheit, übermäßige Gewalt oder einen beleidigenden Gegenstand oder die Veröffentlichung eines Verweises auf einen solchen Inhalt beinhalten;|i). mittels der Dienstleistungen keinerlei Materialien oder Informationen zugänglich machen werden, die die Urheberrechte, Warenzeichen, Patente, Geschäftsgeheimnisse, das Recht auf Privatsphäre, das Recht auf Publizierung oder jegliche Rechte von Personen oder Subjekten verletzen, oder die eine andere Person verkörpern, einschließlich und ohne Einschränkung von Mitarbeitern der Gaijin;|j). das Produkt oder jeglichen seines Teils für geschäftliche Zwecke nicht benutzen werden, einschließlich und ohne Einschränkung (1) einer Mitteilung oder Unterstützung von kommerzieller Reklame oder eines Angebots, oder (2) der Sammlung und Übergabe von virtuellen Gegenständen zum Verkauf;|k). das Produkt oder jeglichen seines Teils zur Anbietung von Dienstleistungen im Spiel nicht benutzen werden, z.B. Dienstleistungen, die sich auf die Ausgleichung, Ausgleichung der Besatzung, der Kollektion von Gegenständen, der Durchführung von Missionen, von Kämpfen in Gefechten durch Austausch gegen Entgelt außerhalb der Dienstleistung beziehen;|l). das Produkt zur unberechtigten Übertragung einer Mitteilung nicht benutzen werden, einschließlich und ohne Einschränkung von unerwünschter Post, Kettenbriefen, von Spam und anderer Materialien, die Malware, Spyware und herunterladbare Posten unterstützen; und|m). unberechtigte Verbindungen zum Produkt nicht benutzen, unterstützen, schaffen oder erhalten werden, einschließlich und ohne Einschränkung (1) jeglicher Verbindung zu einem unautorisiertem Server, der jeglichen Teil des Produkts emuliert oder zu emulieren versucht; oder (2) jeglicher Verbindung, die Programme, Instrumente oder Software benutzen, die ausdrücklich nicht von Seiten der Gaijin genehmigt sind;|n.) Spitznamen mit Namen von Terroristen, hoher Nazi-Offiziere oder nazistischen Kriegsverbrechern nicht schaffen werden oder nicht in sie ändern werden."
