"2STEP_AUTHORIZATION_ENABLED"	"귀하의 계정을 보호하고 있습니다."
"metal_AlienColor_Desc"	"페인트 및 재질|대부분의 부품을 처리할 수 있습니다."
"metal_AlienColor_Name"	"재질: 쿼츠"
"metal_BlackIron_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"metal_BlackIron_Name"	"수은"
"metal_KnightIron_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"metal_KnightIron_Name"	"재질: 강철판"
"metal_oil_Desc"	"단순한 기름입니다."
"metal_oil_Name"	"기름"
"metal_PoliceBlack_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"metal_PoliceBlack_Name"	"나쁜 경찰"
"metal_PoliceWhite_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"metal_PoliceWhite_Name"	"좋은 경찰"
"metal_Yellow03_desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"NewGazelDrone_desc"	"복잡한 무기 및 모듈이 포함된 고급 설계입니다."
"NewGazelDrone_name"	"쿼드로콥터 미니밴"
"NewGazelle_desc"	"기본 무기가 장착되고 출발 준비를 완료했습니다."
"NewGazelle_name"	"기본 미니밴"
"NewKamazTank_desc"	"복잡한 무기 및 모듈이 포함된 고급 설계입니다."
"NewKamazTank_name"	"탱크 앤 건"
"NewKamaz_desc"	"기본 무기가 장착되고 출발 준비를 완료했습니다."
"NewKamaz_name"	"기본 트럭"
"NewPickupMiner_desc"	"복잡한 무기 및 모듈이 포함된 고급 설계입니다."
"NewPickupMiner_name"	"기뢰부설 픽업"
"NewPickupRocket_desc"	"복잡한 무기 및 모듈이 포함된 고급 설계입니다."
"NewPickupRocket_name"	"로켓티어 픽업"
"NewPickup_desc"	"기본 무기가 장착되고 출발 준비를 완료했습니다."
"NewPickup_name"	"기본 픽업"
"PARTINFO_ACCELERATION_TITLE"	"가속"
"PARTINFO_CRIT_MASS_TITLE"	"무게 제한"
"PARTINFO_POWER_GEN_TITLE"	"에너지 추가"
"PARTINFO_TONNAGE_TITLE"	"톤수"
"PARTSFILTER_8_Resource"	"자원"
"PARTTYPE_10_15_Cabin_Light"	"경량 캐빈"
"PARTTYPE_10_16_Cabin_Medium"	"중형 캐빈"
"PARTTYPE_10_17_Cabin_Medium"	"중형 캐빈"
"PARTTYPE_10_18_Cabin_Heavy"	"중량 캐빈"
"PARTTYPE_10_19_Cabin_Tank"	"탱크 캐빈"
"PARTTYPE_10_20_Cabin"	"캐빈"
"PARTTYPE_10_20_Chassis"	"프레임 블록"
"PARTTYPE_10_frenzied_armor"	"버기 부품"
"PARTTYPE_20_10_Machinegun"	"기관총"
"PARTTYPE_20_11_AutoWeapon"	"자동 무기"
"PARTTYPE_20_15_MachinegunFrontal"	"전방 기관총"
"PARTTYPE_20_17_Minigun"	"미니건"
"PARTTYPE_20_20_Shotgun"	"산탄총"
"PARTTYPE_20_30_ShotgunFrontal"	"전방 산탄총"
"PARTTYPE_20_40_AutoCannon"	"자동 대포"
"PARTTYPE_20_45_Crossbow"	"석궁"
"PARTTYPE_20_46_Laser"	"전투 레이저"
"PARTTYPE_20_47_Energy"	"에너지 무기"
"PARTTYPE_20_47_PlazmaGun"	"플라스마 총"
"PARTTYPE_20_48_Plazma"	"플라스마 방출기"
"PARTTYPE_20_49_Tesla"	"테슬라 방출기"
"PARTTYPE_20_50_CannonFrontal"	"대포"
"PARTTYPE_20_55_Howitzer"	"곡사포"
"PARTTYPE_20_60_Cannon"	"회전 포탑"
"PARTTYPE_20_70_GrenadeLauncher"	"유탄 발사기"
"PARTTYPE_20_75_Flamethrower"	"화염방사기"
"PARTTYPE_20_80_CourseMissile"	"비유도 로켓"
"PARTTYPE_20_85_CourseMissileBurst"	"로켓 일제 사격"
"PARTTYPE_20_85_GuidedMissile"	"유도 미사일"
"PARTTYPE_20_90_HomingMissile"	"유도 미사일"
"PARTTYPE_20_90_Minelayer"	"기뢰부설차"
"PARTTYPE_20_95_HomingMissileBurst"	"유도 미사일 포격"
"PARTTYPE_20_97_Railgun"	"펄스 가속기"
"PARTTYPE_20_mechanics_van"	"밴 부품"
"PARTTYPE_22_MeleeActive"	"근접 무기"
"PARTTYPE_23_MeleeExplosive"	"폭탄"
"PARTTYPE_30_10_PassiveModule_Engine"	"엔진"
"PARTTYPE_30_20_PassiveModule_Generator"	"발전기"
"PARTTYPE_30_30_PassiveModule_Ammo"	"탄환"
"PARTTYPE_30_40_PassiveModule_Fuel"	"연료"
"PARTTYPE_30_50_PassiveModule_Cooler"	"냉각 모듈"
"PARTTYPE_30_60_PassiveModule_Radar"	"레이더"
"PARTTYPE_30_70_PassiveModule_Radio"	"무전기"
"PARTTYPE_30_PassiveModule"	"수동 모듈"
"PARTTYPE_30_vagabonds_avia"	"비행기 부품"
"PARTTYPE_35_10_ActiveModule_Stealth"	"스텔스"
"PARTTYPE_35_20_ActiveModule_Turret"	"포탑"
"PARTTYPE_35_30_ActiveModule_Drone"	"드론"
"PARTTYPE_35_35_ActiveModule_WheelDrone"	"지상 드론"
"PARTTYPE_35_40_ActiveModule_Nitro"	"부스터"
"PARTTYPE_35_50_ActiveModule_Aim"	"바이저"
"PARTTYPE_35_vagabonds_hotrod"	"핫 로드 부품"
"PARTTYPE_38_SpecialModule"	"특수 모듈"
"PARTTYPE_40_10_Wheel"	"바퀴"
"PARTTYPE_40_20_WheelSteering"	"핸들"
"PARTTYPE_40_30_Track"	"트랙"
"PARTTYPE_40_31_Shnek"	"나사송곳"
"PARTTYPE_40_40_Hover"	"호버"
"PARTTYPE_40_50_MechaLeg"	"기계 다리"
"PARTTYPE_40_scavengers_truck"	"컨테이너 고물"
"PARTTYPE_45_scavengers_pipes"	"총열과 경사면"
"PARTTYPE_48_military_apc"	"APC 부품"
"PARTTYPE_50_10_StructureFrame"	"프레임 부품"
"PARTTYPE_50_15_frenzied_armor"	"버기 부품"
"PARTTYPE_50_20_mechanics_van"	"밴 부품"
"PARTTYPE_50_20_StructureArmor"	"장갑"
"PARTTYPE_50_20_StructureSolid"	"내구성 부품"
"PARTTYPE_50_23_mechanics_angle"	"관절"
"PARTTYPE_50_25_mechanics_muscle"	"토리노 부품"
"PARTTYPE_50_30_Finisher"	"외부 부품"
"PARTTYPE_50_30_vagabonds_avia"	"비행기 부품"
"PARTTYPE_50_35_vagabonds_hotrod"	"핫 로드 부품"
"PARTTYPE_50_40_MeleeAttack"	"방어 범퍼"
"PARTTYPE_50_40_MeleeBumper"	"범퍼"
"PARTTYPE_50_40_MeleeDefence"	"공격 범퍼"
"PARTTYPE_50_40_scavengers_truck"	"컨테이너 고물"
"PARTTYPE_50_45_scavengers_pipes"	"파이프"
"PARTTYPE_50_48_military_apc"	"APC 부품"
"PARTTYPE_50_50_MeleePassive"	"수동 근접 무기"
"PARTTYPE_50_80_MeleeBumper"	"범퍼"
"PARTTYPE_50_82_MeleePassive"	"수동 근접 무기"
"PARTTYPE_50_MeleePassive"	"근접 무기"
"PARTTYPE_60_10_Decorum"	"외형"
"PARTTYPE_60_20_RoadSign"	"표지판"
"PARTTYPE_60_30_CarHorn"	"경적"
"PARTTYPE_60_40_CarLights"	"전조등"
"PARTTYPE_60_59_Eraser"	"페인트 제거제"
"PARTTYPE_60_60_Dye"	"염료"
"PARTTYPE_60_Decorum"	"외형"
"PARTTYPE_60_generic_armor"	"장갑판"
"PARTTYPE_70_0_Eraser"	"페인트. 제거제"
"PARTTYPE_70_10_Pattern"	"페인트. 패턴"
"PARTTYPE_70_10_Skins"	"개인화 키트"
"PARTTYPE_70_20_Material"	"페인트. 재질"
"PARTTYPE_70_29_Eraser"	"페인트 제거제"
"PARTTYPE_70_30_Dye"	"염료"
"PARTTYPE_70_Dye"	"염료"
"PARTTYPE_70_unavailable"	"사용 불가"
"PARTTYPE_85_skins"	"개인화 키트"
"PARTTYPE_88_Piece"	"구성품"
"PARTTYPE_90_Consumable"	"소모품"
"PARTTYPE_95_ResourcePack"	"자원"
"PARTTYPE_ActiveModule"	"활성화된 모듈"
"PARTTYPE_decoration_fireworks"	"폭죽"
"PARTTYPE_structure_mechanics_muscle"	"토리노 부품"
"PARTTYPE_structure_scavengers_pipes"	"파이프"
"PARTTYPE_structure_supercar"	"코리다 부품"
"PARTTYPE_weapon_prototype"	"플레이어용 아님! 시험생산형 무기"
"PERK_ACCURATE_SHOOTER_DESC"	"공격이 직접 적중할 때마다 무기로 주는 피해가 $damageMul$%만큼 $perk_time$초 동안 증가합니다. 최대 {$max_stack$;회;회}까지 중첩됩니다. 공격이 빗나가면 초기화됩니다."
"Perk_AimSpeedMul_Desc"	"조준 속도 $spread_dec_mul$% 증가"
"Perk_AimSpeedMul_Name"	"조준 시간"
"Perk_AmmoMul_Desc"	"모듈 효과 40% 증가"
"Perk_AmmoMul_Name"	"탄약통"
"Perk_Ammo_Desc"	"탄환 비축량 $ammo_mul$% 증가"
"Perk_Ammo_Name"	"추가 탄환"
"PERK_AMMO_REFUND_DESC"	"공격이 연속으로 $max_stack$번 적중하면 탄환 하나가 보충됩니다."
"PERK_AMMO_REFUND_MAMMOTH_DESC"	"직접 공격이 적중할 때마다 투사체가 탄환 비축량에 추가됩니다."
"PERK_Anti_Dynamo_Biggun_DESC"	"$perk_param$초 동안 가만히 서 있을 때마다 적에게 주는 피해가 $perk_damage_mul$% 증가합니다. 최대 {$max_stack$;회;회}까지 중첩됩니다."
"PERK_Armor_Piercing_120mm_DESC"	"$projectile_piercing_strength$포인트 또는 $projectile_piercing_depth$cm의 장갑을 관통한 후 폭발하는 철갑탄을 발사합니다."
"PERK_Armor_Piercing_DESC"	"$projectile_piercing_strength$포인트 또는 $projectile_piercing_depth$cm의 장갑을 관통한 후 폭발하는 철갑탄을 발사합니다."
"perk_atgm_desc"	"비행 중인 미사일을 제어할 수 있습니다."
"Perk_BlastDamage_Desc"	"피해 $blast_damage_mul$% 증가"
"Perk_BlastDamage_Name"	"폭탄"
"Perk_BlastRadius_Desc"	"폭발 반경 $blast_radius_mul$% 증가"
"Perk_BlastRadius_Name"	"소이탄"
"PERK_BLOODTHIRSTY_DESC"	"처치 성공 시 이름이 같은 모든 무기로 주는 피해가 $perk_damage_mul$%만큼 $perk_time$초 동안 증가합니다. 최대 {$max_stack$;회;회}까지 중첩됩니다."
"Perk_BoostMul_Desc"	"가속 $boost_value_mul$% 증가"
"Perk_BoostMul_Name"	"빛"
"Perk_BoundItem_Desc"	"이 아이템은 시장에서 거래할 수 없습니다."
"Perk_BoundItem_Name"	"미판매"
"Perk_BoundStartItem_Name"	"스타터 아이템, 미판매"
"Perk_BulletDamage_Desc"	"피해 $damage_mul$% 증가"
"Perk_BulletDamage_Name"	"위험"
"perk_burning_earth_desc"	"폭발 시 가연성 액체 웅덩이가 남아 모든 대상에게 피해를 줍니다."
"PERK_Camper_DESC"	"정지 상태에서 모든 무기의 조준 시간이 $spread_stat_dec_mul$% 빨라집니다."
"Perk_CarHealth_Desc"	"차량 내구성 $car_health_mul$% 증가"
"Perk_CarHealth_Name"	"장갑"
"PERK_Chassis_Hover_DESC"	"땅에서 떠오릅니다. 모든 요철을 무시하고 전복 저항이 증가합니다."
"PERK_Chassis_Mecha_Leg_DESC"	"무기 반동을 감소하고 받는 충격 저항을 $impulse_resistance_mul$% 증가시킵니다."
"PERK_Chassis_Shnek_DESC"	"좌우로 이동하며 적 차량에 피해를 줄 수 있습니다."
"PERK_Chassis_Track_DESC"	"화기 피해 저항을 증가시키고, 손에 잡히는 느낌을 개선합니다."
"PERK_ConstructionBonus_DESC"	"@ffffffff차량의 내구성이 $cabin_health$ 증가합니다."
"Perk_Cooldown_Desc"	"모듈 냉각 시간 $cooldown_mul$% 감소"
"Perk_Cooldown_Name"	"수냉식"
"perk_Cooler_SpeedCooldown_desc"	"속도가 느릴수록 효율이 증가합니다. 최대 보너스는 0kph 시 $heat_dec_low_speed$%입니다."
"PERK_Course_Cabin_DESC"	"회전 각도가 제한적인 무기의 공격력이 $nonrotated_weapon_damage_mul$% 증가합니다."
"Perk_CritTonnageMul_Desc"	"최대 차량 무게 $critical_mass_mul$% 증가"
"Perk_CritTonnageMul_Name"	"수송차"
"Perk_DeathBlastDamage_Desc"	"폭발력 $death_blast_damage_mul$% 감소"
"Perk_DeathBlastDamage_Name"	"안전"
"Perk_DeathBlastRadius_Desc"	"폭발 반경 $death_blast_radius_mul$% 감소"
"Perk_DeathBlastRadius_Name"	"봉인"
"Perk_DetailCritTonnageMul_Desc"	"무게 제한 추가 $critical_mass_add_mul$% 증가"
"Perk_DetailCritTonnageMul_Name"	"운반자"
"Perk_DetailHealth_Desc"	"부품 내구성 $health_mul$% 증가"
"Perk_DetailHealth_good_Name"	"용접됨"
"Perk_DetailHealth_great_Name"	"고강도"
"Perk_DetailHealth_Name"	"강화"
"Perk_DetailHealth_normal_Name"	"처리됨"
"Perk_DetailHealth_weak_Name"	"패치 완료"
"Perk_DetailTonnageMul_Desc"	"톤수 $tonnage_add_mul$% 증가"
"Perk_DetailTonnageMul_Name"	"'노새'"
"Perk_DroneDamageMul_Desc"	"드론 피해 $deploy_damage_mul$% 증가"
"Perk_DroneDamageMul_Name"	"위험"
"Perk_DroneHPMul_Desc"	"드론 내구성 $deploy_health_mul$% 증가"
"Perk_DroneHPMul_Name"	"보강됨"
"PERK_ELECTRO_DESC"	"차량이 $perk_param$m 이동할 때마다 무기로 주는 피해가 $perk_damage_mul$% 증가합니다. 최대 {$max_stack$;회;회}까지 중첩됩니다."
"PERK_ELECTRO_LANCE_DESC"	"차량이 $perk_param$m 이동할 때마다 무기로 주는 피해가 $perk_damage_mul$% 증가합니다. 최대 {$max_stack$;회;회}까지 중첩됩니다."
"PERK_Engine_ExplodingPower_DESC"	"에너지 점수 요구량이 1점 적지만, 파괴되면 폭발하여 $death_blast_radius$m 반경에 $death_blast_damage$의 피해를 줍니다."
"PERK_Engine_ShootingCooldownSpeed_DESC"	"차량의 속도와 무기 및 미사일 재장전 속도를 증가시킵니다. 최대 효과는 80kph에서 $shooting_cooldown_mul_high_speed$%입니다."
"PERK_Engine_WeaponModulesCooldown_DESC"	"무기, 미사일, 모듈, 포탑, 드론의 재장전 속도 $shooting_cooldown_mul$% 증가"
"PERK_EVISCERATOR_HARVESTER_DESC"	"접촉 후 1초마다 피해가 $perk_damage_mul$% 증가합니다. 최대 {$max_stack$;회;회}까지 중첩됩니다."
"PERK_Firing_Resists_DESC"	"피해 저항이 증가합니다. 사격 시에는 이 효과가 비활성화됩니다."
"perk_Flamethrower_light_desc"	"아주 오랜 시간 동안 지속적으로 불줄기를 뿜어낼 수 있습니다."
"PERK_Hammerfall_duckface_fake_DESC"	"파편은 양끝이 평평한 반원 형태로 분산됩니다."
"Perk_HeatDec_Desc"	"모듈 효과 $heat_dec_mul_mul$% 증가"
"Perk_HeatDec_Name"	"극저온 냉각"
"Perk_HeatMax_Desc"	"모듈 효과 $heat_inc_mul_mul$% 증가"
"Perk_HeatMax_Name"	"내열성"
"perk_homing_desc"	"유도 미사일은 부채꼴 모양의 조준 범위에서 가장 가까이에 있는 목표를 추적하여 탄도를 적절히 조정합니다."
"PERK_Homing_Laser_DESC"	"미사일을 레이저로 유도합니다. 미사일은 십자선이 목표물과 만나는 지점으로 비행합니다."
"Perk_InfravisionRadius_Desc"	"엄폐물 뒤의 적 감지 반경 $infravision_radius_mul$% 증가"
"Perk_InfravisionRadius_Name"	"전체 범위"
"PERK_Invulnerable_Cabin_DESC"	"차량이 $perk_time$초 동안 피해를 받지 않으면, 에너지 무기로 주는 피해가 $perk_damage_mul$% 증가합니다."
"perk_Lazer_CALCINATION_desc"	"적중 시 부품을 가열합니다. 누적된 열에 따라 받는 피해가 최대 100%까지 증가합니다."
"PERK_LONG_RANGE_DESC"	"대상과의 거리가 멀어질수록 피해가 증가합니다. 현재 대상과의 거리가 100m씩 떨어질 때마다 $perk_damage_mul$% 증가합니다."
"Perk_MaxRange_Desc"	"최대 범위 $max_range_mul$% 증가"
"Perk_MaxRange_Name"	"저격수"
"Perk_MaxSpreadMul_Desc"	"탄막 $spread_stat_max_mul$% 감소"
"Perk_MaxSpreadMul_Name"	"안정성"
"perk_MechaLeg_Cabin_desc"	"기계 다리의 최대 속도 40% 증가"
"PERK_Melee_Cabin_DESC"	"근접 무기로 주는 피해가 $saw_damage_mul$% 증가합니다."
"PERK_Melee_Engine_ModulesCooldown_DESC"	"모듈, 포탑, 드론 재장전 속도가 $skill_cooldown_mul$% 증가합니다."
"PERK_Melee_Engine_WeaponCooldown_DESC"	"무기 및 미사일 재장전 속도가 $shooting_cooldown_mul$% 증가합니다."
"perk_nurs_desc"	"비유도 미사일은 포물선 궤도를 따릅니다. 근접 센서가 장착되어 목표에 접근하면 폭발합니다."
"Perk_OptimalRange_Desc"	"최적 범위 $optimal_range_mul$% 증가"
"Perk_OptimalRange_Name"	"장거리"
"PERK_OVERCHARGE_DESC"	"무기를 오래 발사할수록 피해가 증가합니다. 방해받지 않고 $perk_time$초 동안 무기를 발사하면 피해가 $perk_damage_mul$% 증가합니다."
"PERK_PIERCING_DESC"	"투사체가 모든 방어구를 최대 2미터까지 관통하며 다소 감소한 피해를 줍니다."
"PERK_POWER_EXHAUST_AMMOBELT_DESC"	"$max_stack$번째 사격 시 $perk_param$%의 확률로 $spell_duration$초 동안 적의 무기 변경을 차단합니다."
"PERK_POWER_EXHAUST_DESC"	"이 무기로 공격하면 일시적으로 $spell_duration$초 동안 적의 무기 변경을 차단합니다."
"PERK_POWER_PIERCING_AMMOBELT_DESC"	"투사체가 $max_stack$개당 한 번씩 방어구를 최대 2미터까지 관통합니다."
"Perk_Pusher_Crossbow_desc"	"볼트는 큰 물리 충격을 줍니다."
"Perk_RadarRadius_Desc"	"레이더 반경 $radar_radius_mul$% 증가"
"Perk_RadarRadius_Name"	"안테나 'M'"
"perk_Radiator_SpeedCooldown_desc"	"속도가 빠를수록 효율이 증가합니다. 최대 보너스는 30kph 시 $heat_inc_high_speed$%입니다."
"Perk_RadioRadius_Desc"	"데이터 전송 반경 $radio_radius_mul$% 증가"
"Perk_RadioRadius_Name"	"조율됨"
"Perk_RechargeSpeedMul_Desc"	"무기 재장전 시간 $shooting_cooldown_mul$% 감소"
"Perk_RechargeSpeedMul_Name"	"재장전"
"Perk_RecoilImpulse_dec_Desc"	"반동 $recoil_impulse_mul$% 감소"
"Perk_RecoilImpulse_dec_Name"	"무반동"
"PERK_ReputationBonus_DESC"	"평판 획득량이 $exp_reward_bonus$% 증가합니다."
"Perk_RotSpeed_Desc"	"무기 변경 속도 $rot_speed_mul$% 증가"
"Perk_RotSpeed_Name"	"'회전'"
"Perk_SawDamage_Desc"	"피해 $saw_damage_mul$% 증가"
"Perk_SawDamage_Name"	"예리"
"Perk_ScopeMul_Desc"	"확대 거리 증가"
"Perk_ScopeMul_Name"	"매"
"perk_SmartWeapon_desc"	"범위 내의 선택된 대상을 자동으로 공격합니다."
"PERK_SPEEDUP_SHOOTER_DESC"	"직접 적중 시 다음 사격의 재장전 시간이 $perk_param$초 빨라집니다."
"perk_Syfy_SniperVisor_desc"	"내장된 센서를 이용하여 조준경에서 폭탄 모듈을 강조 표시합니다."
"PERK_Technology_DESC"	"모든 모듈의 재충전 시간이 $skill_cooldown_mul$% 빨라집니다."
"perk_Tesla_EXHAUSTION_desc"	"대상의 이동 속도와 무기 재장전 속도가 50% 감소합니다."
"Perk_TonnageMul_Desc"	"차량 톤수 $tonnage_mul$% 증가"
"Perk_TonnageMul_Name"	"중량급"
"Perk_TurretDamageMul_Desc"	"포탑 피해 $deploy_damage_mul$% 증가"
"Perk_TurretDamageMul_Name"	"강화"
"Perk_TurretHPMul_Desc"	"포탑 내구성 $deploy_health_mul$% 증가"
"Perk_TurretHPMul_Name"	"내구성"
"Perk_WeaponHeatDec_Desc"	"냉각 시간 $heat_dec_mul$% 감소"
"Perk_WeaponHeatDec_Name"	"냉각됨"
"Perk_WeaponHeatMax_Desc"	"과열 시간 $heat_max_mul$% 증가"
"Perk_WeaponHeatMax_Name"	"내열성"
"Perk_WorkTime_Desc"	"활성화된 모듈 시간 $work_time_mul$% 증가"
"Perk_WorkTime_Name"	"충전됨"
"pic_alfa_reward_Name"	"'알파' 염료"
"pic_AlienSkin_Desc"	"페인트와 도안입니다.|대부분의 부품에 색을 칠할 수 있습니다."
"pic_AlienSkin_Name"	"패턴: 도깨비불"
"pic_AmbulanceWhite_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"Pic_australia1_Desc"	"페인트와 도안입니다.|대부분의 부품에 색을 칠할 수 있습니다."
"Pic_australia1_Name"	"패턴: 원주민"
"Pic_australia2_Desc"	"페인트와 도안입니다.|대부분의 부품에 색을 칠할 수 있습니다."
"Pic_australia2_Name"	"패턴: 지구 반대편"
"pic_BloodHand_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"pic_BloodHand_Name"	"명예의 손"
"pic_BoarFur_desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"pic_BulletRust_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"pic_BulletRust_Name"	"금속 피로"
"pic_BulletRust_Piece_desc"	"'금속 피로' 장식을 조립하는 데 필요한 파편입니다."
"pic_BulletRust_Piece_name"	"'금속 피로' 파편"
"pic_CamouflageDesert_Desc"	"페인트와 도안입니다.|대부분의 부품에 색을 칠할 수 있습니다."
"pic_CamouflageDesert_Name"	"패턴: 디지털 사막"
"Pic_CamouflageMark_Desc"	"스프레이 깡통.|대부분의 부품에 색을 칠할 수 있습니다."
"pic_CamouflageSlave1_Desc"	"페인트와 도안입니다.|대부분의 부품에 색을 칠할 수 있습니다."
"Pic_CamouflageWolfFlag_Desc"	"스테픈울프의 상징적인 위장입니다."
