"2STEP_AUTHORIZATION_ENABLED"	"あなたのアカウントは保護されています。"
"faction_5_Desc"	"ライリー率いる科学者の一団は、気密性の高い防護スーツを着ることにより\"CROSSOUT(クロスアウト)\"の猛威から生き延びることができた。|彼らは荒野を旅しながら世界に起こった様々な異常を研究し、同時にそこで発見した旧世界の異物を利用して驚くべきメカを発明し続けている。"
"faction_5_Name"	"ドーンチルドレン"
"faction_all_items"	"全て"
"faction_Base_leader"	"アイビーXO"
"faction_Base_leader_title"	"指導者の娘"
"faction_blueprints_title"	"車両の設計図"
"faction_blueprint_unlock_progress"	"車両の設計図：$current$/$total$"
"faction_blueprint_wnd_caption"	"車両の設計図"
"faction_blueprint_wnd_testdrive"	"テストドライブ"
"faction_blueprint_wnd_to_blueprints"	"設計図"
"FACTION_BONUS_TOOLTIP_AVATAR"	"サバイバープロフィールのポートレート。"
"FACTION_BONUS_TOOLTIP_AVATAR_XBONE"	"サバイバープロフィールのポートレート。"
"FACTION_BONUS_TOOLTIP_CAR"	"ガレージのスペースが $val$ まで拡張されました。"
"FACTION_BONUS_TOOLTIP_DRIVER"	"ナビゲーター $name$"
"FACTION_BONUS_TOOLTIP_FACTION"	"ファクション「$faction$」を開放する"
"FACTION_BONUS_TOOLTIP_GASOLINE"	"1 日あたりの燃料制限が $val$ に増加します。"
"FACTION_BONUS_TOOLTIP_GEAR"	"車両のパーツ制限数が $val$ に上がります。"
"FACTION_BONUS_TOOLTIP_INV"	"ストレージの容量が $val$ まで拡大します。"
"faction_change"	"ファクション変更"
"faction_change_request"	"ファクションを変更しますか？"
"faction_craft_blueprint_count"	"フリーパーツ"
"faction_craft_btn"	"製造"
"faction_craft_contracts_left"	"{$amount$; 個のパーツ; 個のパーツ}を製造する"
"faction_craft_contracts_left_inf"	"無制限の作業台使用"
"faction_craft_count"	"製造制限："
"faction_craft_craftsman_requires_level"	"@ffff0000レベル $level$ が必要です"
"faction_craft_detail"	"必要パーツ："
"faction_craft_discount_info"	"現在、作業スペースのレンタル料が $val$% ディスカウントされています。終了まで： $time_left$"
"FACTION_CRAFT_FACTION_INACTIVE"	"このファクションを有効にする必要があります。"
"faction_craft_job_is_done"	"受け取る"
"faction_craft_left_stamina"	" — は、あと$stamina$ のパーツを製造します。"
"faction_craft_left_stamina_inf"	"無制限の作業台使用"
"faction_craft_locked"	"必要レベル"
"FACTION_CRAFT_LOCK_LVL_LIST"	"「$faction$」ファクションの名声レベル $lvl$ が必要です。"
"FACTION_CRAFT_LOCK_LVL_MSG"	"製造には $factionList$ が必要です"
"faction_craft_need_to_complete_tutorial"	"製造を始めるには、まずチュートリアルコースを完了し、必要なリソースを集める必要があります。"
"faction_craft_plus_info"	"PlayStation™Plusサブスクリプション登録者向けの特別価格はゴールドの文字で表示されています。"
"faction_craft_produce_boost"	"終了 $cost$"
"faction_craft_prolong"	"作業台をレンタルする"
"faction_craft_prolong_cost"	"{$amount$; 個のパーツ; 個のパーツ}"
"faction_craft_prolong_inf"	"無料"
"faction_craft_prolong_plus_discount"	"PlayStation™Plusサブスクリプション登録者向けの特別価格はゴールドの文字で表示されています。"
"faction_craft_prolong_with_discount"	"作業スペースのレンタル料が $val$% ディスカウントになっています。イベント終了まで： $time_left$"
"faction_craft_ready_in_warehouse"	"（{$amount$; 個; 個} 利用可能）"
"faction_craft_resources"	"必要リソース："
"faction_craft_time"	"製造時間："
"faction_craft_unsubscribed_faction"	"アクティブでないファクション"
"FACTION_EXP_TOOLTIP"	"名声 $exp$ / $maxExp$"
"FACTION_EXP_TOOLTIP_MAX"	" "
"faction_Farmers_leader"	"ファーマーのリーダー"
"faction_firestarters_leader"	"オデオン"
"faction_Frenzied_leader"	"サイコ・ピート"
"faction_Frenzied_leader_title"	"ウォーロード"
"faction_items_title"	"装備"
"faction_items_unlock_progress"	"装備"
"faction_leader"	"ファクションリーダー"
"faction_Lost_leader"	"失われたリーダー"
"FACTION_LVL_LOCKED"	"レベル$lvl$"
"FACTION_LVL_PARAGON"	"名誉レベル"
"FACTION_LVL_UNLOCKED"	"レベル$lvl$（ロック解除）"
"faction_main_change_timer"	"ファクションを頻繁に変えることはできません。$time_left$ 後にやり直してみてください。"
"faction_main_cur_faction"	"現在のファクション"
"faction_main_level_required"	"@ffff0000「$faction$」の名声レベル $level$ が必要です。"
"faction_main_level_restriction"	"@ffddbb80$faction$@ffffffff のレベルが $level$ 以上でないとこのファクションには参加できません。"
"faction_main_produce"	"製造"
"faction_max_level"	"最大"
"faction_Military_leader"	"アイアンハンド"
"faction_Military_leader_title"	"少佐"
"faction_my_reputation"	"ファクション関係"
"FACTION_PARAGON_TOOLTIP"	"名声 $paragonExp$ / $paragonMaxExp$"
"faction_Raiders_leader"	"レイダーのリーダー"
"faction_Scavengers_leader"	"スカー AB"
"faction_Scavengers_leader_title"	"コレクター"
"faction_Scientists_leader"	"ライリー"
"faction_Scientists_leader_title"	"最高科学責任者"
"FACTION_TRACK_BTN"	"バトル結果に進捗を表示"
"FACTION_TRACK_BTN_CANCEL"	"追うな"
"faction_Traders_leader"	"ユリシーズ"
"faction_Traders_leader_title"	"マップキーパー"
"FACTION_UNLOCK_TITLE"	"装備"
"faction_wade_in"	"参加"
"FIRERATE_TITLE"	"射撃速度"
"firestarters_7lvl_Vehicle_Desc"	"車両の分解、いや破壊、というよりも爆破を遠隔で行うのに優れている。要するに、暗い小道で遭遇しないよう気をつけよう。"
"FMA_ADD_FRIEND"	"フレンド追加"
"FMA_BAN_PLAYER"	"プレイヤーをブロック"
"FMA_CUSTOM_GAME_INVITE"	"カスタムバトルに招待する"
"FMA_IGNORE"	"ブラックリストに追加"
"FMA_IGNORE_CANCEL"	"ブラックリストから削除"
"FMA_INVITE_TO_CLAN"	"クランに招待"
"FMA_INVITE_TO_PARTY"	"グループに招待する"
"FMA_MUTE_PLAYER"	"プレイヤーをミュート"
"FMA_PROFILE"	"プロフィール"
"FMA_PROFILE_XBONE"	"ゲーマーカード"
"FMA_REPORT_PLAYER"	"違反の報告"
"FMA_UNFRIEND"	"削除"
"FMA_UPLOAD_LOGS"	"ログを取得"
"FMA_WHISPER"	"ウィスパーチャット"
"format_data_numbers"	"$year$.$month$.$day$"
"format_datetime_format"	"$year$ $month$ $day$, $hour$:$minute$:$second$"
"format_date_month_str_format"	"$year$ $month$ $day$"
"format_days_full"	"{$val$;日;日}"
"format_days_short"	"日"
"format_decimal_dot"	"."
"format_hours_full"	"{$val$;時間;時間}"
"format_hours_short"	"時間"
"format_minutes_full"	"{$val$;分;分}"
"format_minutes_short"	"分"
"format_months_full"	"{$val$;月;月}"
"format_months_short"	"月"
"format_month_1"	"1月"
"format_month_10"	"10月"
"format_month_11"	"11月"
"format_month_12"	"12月"
"format_month_2"	"2月"
"format_month_3"	"3月"
"format_month_4"	"4月"
"format_month_5"	"5月"
"format_month_6"	"6月"
"format_month_7"	"7月"
"format_month_8"	"8月"
"format_month_9"	"9月"
"format_seconds_full"	"{$val$;秒;秒}"
"format_seconds_short"	"秒"
"frenzied_10lvl_vehicle_desc"	"金属をも引き裂くショットガン、敵や仲間をも貫通する棘、ベストなエンジン、そして1組のロケットブースター！これらはすべて、ルナティックがいつも夢見ているものだ。"
"frenzied_13lvl_vehicle_name"	"スラッシャー"
"frenzied_15lvl_vehicle_name"	"ビースト"
"frenzied_1lvl_vehicle_desc"	"瞬間の死。ルナティックはこの車両で最後の抵抗を見せる。その戦法は敵の周囲を回りながら最後の力を振り絞ってショットガンの引き金を引くことだ。"
"frenzied_1lvl_vehicle_name"	"クイックショット"
"frenzied_5lvl_vehicle_desc"	"ルナティックファクションにおける、いわば砲撃支援を担う車両。「サイコ・ピート」に心酔している者たちが駆る車両としては例外的に構造的なバランスに優れている。"
"frenzied_5lvl_vehicle_name"	"リーチ"
"FRICTION_TITLE"	"グリップ"
"FRIEND_CONSOLE_SUBTITLE_PS4"	"フレンド"
"FRIEND_CONSOLE_SUBTITLE_XBONE"	"Xbox Liveフレンド"
"FRIEND_LIST_NICK_HINT"	"プレイヤー名を入力"
"FRIEND_LIST_ONLINE"	"オンライン: $val$"
"FRIEND_LIST_REQUEST"	"フレンドリクエスト"
"FRIEND_LIST_TITLE"	"フレンド"
"FRIEND_LIST_TOTAL"	"合計フレンド数：$val$"
"FRIEND_MENU_CAPTION"	"フレンド"
"FRIEND_PSN_OFFLINE"	"オフライン"
"FRIEND_PSN_ONLINE"	"オンライン"
"FRIEND_PSN_SUBTITLE"	"未プレイ"
"FRIEND_STATE_FRIENDS"	"フレンド"
"FRIEND_STATE_IGNORE"	"無視"
"FRIEND_STATE_PROPOSED"	"リクエスト"
"FRIEND_STATE_REQUESTED"	"リクエスト済"
"FRIEND_SUBTITLE"	"ログイン中"
"Fun_Dye"	"セット：楽しい時間"
"Fun_Dye_Desc"	"鮮やかな明るい色の着色。"
"FUSION_CHOOSE_BTN"	"選択済"
"FUSION_COMPLETE"	"成功！"
"FUSION_COST_TEXT"	"合成コスト $val$"
"FUSION_CREATE"	"作成"
"FUSION_CREATE_SKIN"	"適用"
"FUSION_CREATE_TITLE"	"作成"
"FUSION_DYE_DESC"	"合成により、次の塗料のうち 1 つを入手可能：|@ffffffffコモン@ffffffff 塗料|@ff0099ffレア@ffffffff 塗料|@ffff7519レジェンダリー@ffffffff 塗料"
"FUSION_DYE_DESC_COMMON"	"合成により、次の塗料のうち 1 つを入手可能：|@ff0099ffレア@ffffffff 塗料"
"FUSION_DYE_DESC_EPIC"	"合成により、次の塗料のうち 1 つを入手可能：|@ffffab1dレジェンダリー@ffffffff 塗料"
"FUSION_DYE_DESC_EXOTIC"	"限定塗料を合成する場合、バンドル塗料のみ入手できる。"
"FUSION_DYE_DESC_LEGENDARY"	"合成により、次の塗料のうち 1 つを入手可能：|@ffffab1dレジェンダリー@ffffffff 塗料"
"FUSION_DYE_DESC_RARE"	"合成により、次の塗料のうち 1 つを入手可能：|@ffb900ffエピック@ffffffff 塗料"
"FUSION_HINT_TEXT1"	"自分だけのカスタマイズでキャビン、武器、モジュール、エンジンを強化してバトルを勝ち抜こう！"
"FUSION_HINT_TEXT2"	"装飾パーツやレア度が同じ塗料を集めて、よりレアなアイテムを獲得しましょう。獲得したアイテムは設計図に使用したりマーケットで売却したりできます。"
"FUSION_HINT_TEXT3"	"アップグレードを行いたいアイテムを最初に選択し、次に素材となるアイテムを選択します。"
"FUSION_HINT_TITLE1"	"アイテムをアップグレード"
"FUSION_HINT_TITLE2"	"レアアイテムを獲得"
"FUSION_HINT_TITLE3"	"アイテムのアップグレード方法"
"FUSION_ITEM_DESC_COMMON"	"合成により、次のパーツのうち 1 つを入手可能：|@ffb900ffレア@ffffffff パーツ"
"FUSION_ITEM_DESC_EPIC"	"合成により、次のパーツのうち 1 つを入手可能：|@ffffab1dレジェンダリー@ffffffff パーツ"
"FUSION_ITEM_DESC_EXOTIC"	"限定パーツを合成する場合、パックパーツのみ入手できる。"
"FUSION_ITEM_DESC_LEGENDARY"	"合成により、次のパーツのうち 1 つを入手可能：|@ffffab1dレジェンダリー@ffffffff パーツ"
"FUSION_ITEM_DESC_RARE"	"合成により、次のパーツのうち 1 つを入手可能：|@ffb900ffエピック@ffffffff パーツ"
"FUSION_ITEM_WARNING"	"メインパーツをアップグレードするために追加するアイテムを 2 個選んでください。|完成した製品は、1 回だけアップグレードできます。"
"FUSION_NEED_TO_CHOOSE_COMPONENT"	"ストレージのアイテムを選択してください"
"FUSION_NOT_ENOUGH_COMPONENTS"	"ストレージ内のアイテムが不足しています。"
"FUSION_PERKS_TITLE"	"付与の可能性のあるランダムオプション能力"
"FUSION_PERKS_WARNING"	"変更したアイテムを合成に使用しますか？　合成すると、アイテムとそれに施したアップグレードが失われます！"
"FUSION_RANDOM_DYE"	"ランダム塗料"
"FUSION_RANDOM_ITEM"	"ランダムアイテム"
"FUSION_SELECT_ITEMS"	"アップグレードするアイテムを選択してください"
"FUSION_SELECT_NOTE_1"	"アップグレードには、同一のアイテムが3つ必要です（レアかそれ以上）。"
"FUSION_SELECT_NOTE_2"	"同じレアリティ（レア度「コモン」以上）のペイント缶を十個融合して、更にレアなペイント缶を入手する。"
"FUSION_SELECT_NOTE_3"	"同じレアリティ（レア度「コモン」以上）の装飾品を十個融合して、更にレアな装飾品を入手する。"
"FUSION_SKIN_DESC"	"標準アイテムの外見のみを変更します。性能には影響がありません。カスタマイズしたいアイテムを選択してください。||カスタマイズしたアイテムは売却できません。1つのアイテムには1つのカスタマイズキットのみが適用できます。"
"FUSION_SKIN_DESC_TITLE"	"カスタマイズ $skinDesc$"
"FUSION_SKIN_REMOVE_WARNING"	"本当にカスタマイズキット@ffff0000$name$$restore$を$price$で外しますか？"
"FUSION_SKIN_TITLE"	"カスタマイズ"
"GameCompletePvE_Cannon_Desc"	"キャノンを使ってレイドで $required_value$ 回勝利する。"
"GameCompletePvE_Cannon_German_Desc"	"キャノンを使ってレイドで $required_value$ 回勝利する。"
"GameCompletePvE_Cannon_German_Name"	"ガンナー：レイドバトル"
"GameCompletePvE_Cannon_Name"	"ガンナー：レイドバトル"
"GameCompletePvE_Desc"	"レイドで $required_value$回勝利する。"
"GameCompletePvE_German_Desc"	"レイドで $required_value$回勝利する。"
"GameCompletePvE_German_Name"	"生存者：レイドバトル"
"GameCompletePvE_Machinegun_Desc"	"マシンガンを使って$required_value$回勝利する。"
"GameCompletePvE_Machinegun_German_Desc"	"マシンガンを使ってレイドで $required_value$回勝利する。"
"GameCompletePvE_Machinegun_German_Name"	"マシンガンナー：レイドバトル"
"GameCompletePvE_Machinegun_Name"	"マシンガンナー：レイドバトル"
"GameCompletePvE_Name"	"生存者：レイドバトル"
"GameCompletePvE_Shotgun_Desc"	"ショットガンを使ってレイドで $required_value$ 回勝利する。"
"GameCompletePvE_Shotgun_German_Desc"	"ショットガンを使ってレイドで $required_value$ 回勝利する"
"GameCompletePvE_Shotgun_German_Name"	"ショットガン：レイドバトル"
"GameCompletePvE_Shotgun_Name"	"ショットガン：レイドバトル"
"GameCompletePvP_Cannon_Desc"	"キャノンを使って、ミッションバトルを $required_value$ 回、完了する。"
"GameCompletePvP_Cannon_German_Desc"	"キャノンを使って、ミッションバトルを $required_value$ 回、完了する。"
"GameCompletePvP_Cannon_German_Name"	"ガンナー：ミッション"
"GameCompletePvP_Cannon_Name"	"ガンナー：ミッション"
"GameCompletePvP_Desc"	"ミッションバトルを $required_value$回完了する。"
"GameCompletePvP_German_Desc"	"ミッションバトルを $required_value$回完了する。"
"GameCompletePvP_German_Name"	"生存者：ミッション"
"GameCompletePvP_Machinegun_Desc"	"マシンガンを使って、ミッションバトルを $required_value$回完了する。"
"GameCompletePvP_Machinegun_German_Desc"	"マシンガンを使って、ミッションバトルを $required_value$回完了する。"
"GameCompletePvP_Machinegun_German_Name"	"マシンガンナー：ミッション"
"GameCompletePvP_Machinegun_Name"	"マシンガンナー：ミッション"
"GameCompletePvP_Name"	"生存者：ミッション"
"GameCompletePvP_Shotgun_Desc"	"ショットガンを使って、ミッションバトルを$required_value$ 回完了する。"
"GameCompletePvP_Shotgun_German_Desc"	"ショットガンを使って、$required_value$回完了する。"
"GameCompletePvP_Shotgun_German_Name"	"ショットガン：ミッション"
"GameCompletePvP_Shotgun_Name"	"ショットガン：ミッション"
"GameComplete_Desc"	"ミッションまたはレイドバトルに $required_value$ 回、参加する。"
"GameComplete_German_Desc"	"ミッションまたはレイドバトルに $required_value$ 回、参加する。"
"GameComplete_German_Name"	"クルセード"
"GameComplete_Name"	"ウォーク・イン・ザ・パーク"
"GameHighlights_Death"	"死"
"GameHighlights_Kill"	"暗殺"
"GAMEPLAY_ASSAULT"	"アサルト"
"gameplay_assault_hint_1"	"時間切れまですべての敵を破壊しよう。"
"gameplay_assault_hint_2"	"基地は敵と味方に一つずつ存在する。敵の基地を占領して勝利しよう！"
