"2STEP_AUTHORIZATION_ENABLED"	"Dein Konto ist geschützt."
"ERROR_PROMISE_BROKEN"	"Eine oder mehrere interne, asynchrone Operationen wurden nicht abgeschlossen."
"ERROR_PROMO_ACCOUNT_REQUIRE"	"Dieses Feature ist nur für Promo-Konten verfügbar."
"ERROR_PROTO_DISCONNECTED"	"(Error 17) Zeitüberschreitung der Anfrage an den Server. Bitte versuchen Sie es später erneut."
"ERROR_PROTO_INVALID_RESPONSE"	"Ungültige oder unerwartete Protokollantwort."
"ERROR_PROTO_OBJ_REGISTRY_ERROR"	"Objekt-Registrierungsfehler."
"ERROR_PROTO_PEER_DUP"	"Proto-Peer dupliziert."
"ERROR_PROTO_RESPONSE_NOT_WANTED"	"Protokollantwort war unerwartet."
"ERROR_PROTO_VERSION_MISMATCH"	"Proto-Version stimmt nicht überein."
"ERROR_PSN_NOT_AUTORIZED"	"Verbindung zum PlayStation™Network nicht möglich."
"ERROR_PSN_PARENTAL_UGC_RESTRICTION"	"Aufgrund deiner Konto-Einstellungen ist der Zugriff auf von Benutzern erstellte Inhalte eingeschränkt."
"ERROR_PSN_REQUIRE_SIGN_IN"	"Du musst dich im PlayStation™Network anmelden."
"Error_PSN_SIGN_OUT"	"Du wurdest aus deinem PlayStation™Network Profil ausgeloggt und zum Hauptbildschirm zurückgeleitet."
"ERROR_PSN_TOO_MUCH_REQUESTS"	"Verbindung zum PlayStation™Network nicht möglich. Bitte überprüfe deine Netzwerkverbindung und probiere es erneut."
"ERROR_PSN_UNKNOWN_ERROR"	"Verbindung zum PlayStation™Network nicht möglich. Bitte überprüfe deine Netzwerkverbindung und probiere es erneut."
"ERROR_RAFT_CHANGE_FAILED"	"Raft fehlgeschlagen."
"ERROR_RAFT_NOT_READY"	"Raft nicht bereit."
"ERROR_REQUIRE_GREATER_USER_LEVEL"	"Erfordert eine Reputation von 10 in der «Engineers»-Fraktion. Reputation kann in Gefechten verdient werden."
"ERROR_RESOURCE_OVERCAP"	"Die Ressourcenkapazität wurde überschritten."
"ERROR_SEASONAL_GAMEDATA_IS_BROKEN"	"Saisondatenfehler."
"ERROR_SEASONAL_SEASON_NOT_COMPLETED"	"Saison ist nicht abgeschlossen."
"ERROR_SEASONAL_WRONG_ACTIVE_CHAIN"	"Ungültige Missionssequenz."
"ERROR_SEASONAL_WRONG_ACTIVE_SEASON"	"Ungültige aktive Saison."
"ERROR_SERVER_AT_MAINTENANCE"	"Der Server wird gerade gewartet."
"ERROR_SERVER_INTERNAL"	"Interner Serverfehler."
"ERROR_SERVER_SHUTDOWN"	"Die Spielserver sind offline."
"ERROR_SERVER_STARTING_UP"	"Die Aktivierung der Spielserver ist noch nicht abgeschlossen."
"ERROR_SERVER_UNAVAILABLE"	"Der Server antwortet nicht. Bitte versuche, dich erneut zu verbinden oder hinterlasse einen Fehlerbericht im Forum."
"ERROR_SERVER_UNAVAILABLE_PS4"	"Server antwortet nicht. Bitte probiere es später erneut."
"ERROR_SO_LOADING_ERROR"	"Fehler beim Laden dieses Server-Objekts."
"ERROR_SO_NOT_FOUND"	"Dieses Server-Objekt wurde nicht gefunden oder existiert nicht."
"ERROR_SO_REGISTRY_NOT_LEADER"	"Objekt-Registrierungsfehler: Ungültiger Leader"
"ERROR_SO_REGISTRY_NOT_OWNER"	"Objekt-Registrierungsfehler: Du bist jetzt der Besitzer."
"ERROR_SO_REGISTRY_NOT_READY"	"Objekt-Registrierungsfehler: Registrierung nicht bereit."
"ERROR_STEAM_API"	"Steam-API Fehler."
"ERROR_STEAM_ATTACH_OR_CREATE"	"Du musst dieses Steam-Profil mit einem bestehenden Profil im Spiel verknüpfen oder ein neues Profil erstellen."
"ERROR_STEAM_CONFIRM_GAIJIN_ATTACH"	"Bestätigung der Profil-Verknüpfung erforderlich."
"ERROR_STEAM_FORBIDDEN"	"Steam-Authentifizierungsfehler."
"ERROR_STEAM_NOT_LOGGED_IN"	"Nicht mit Steam verbunden."
"ERROR_STEAM_PRIVATE_PROFILE"	"Dieses Steam-Profil ist privat."
"ERROR_STEAM_REFUND_KICKED"	"Dein Konto wurde deaktiviert, da du einen Gegenstand rückerstatten lassen hast ($url href=\"$store_link$\" text=\"$bundle$\"$). Bitte wende dich an den Kundendienst."
"ERROR_TDP_API"	"True Digital Plus Server Error."
"ERROR_TDP_GENDER_ERROR"	"Bitte gebe dein Geschlecht in deinem True Digital Plus Profil an."
"ERROR_TIMEOUT"	"Verbindung zu den Crossout-Servern fehlgeschlagen. Bitte später erneut versuchen oder den Kundendienst kontaktieren."
"ERROR_UNIMPLEMENTED"	"Verübergehend nicht verfügbar."
"ERROR_UNKNOWN"	"Unbekannter Fehler."
"ERROR_VERSION_MISMATCH"	"Client-Version entspricht nicht der Server-Version."
"ERROR_WRONG_BLUEPRINT_IDX"	"Ungültiger UserBlueprint-Index."
"ERROR_WRONG_BUNDLE"	"Ungültiger Paketname."
"ERROR_WRONG_CURRENCY"	"Konnte mit der gewählten Währung keinen Kauf tätigen."
"ERROR_XBOX_CANNOT_JOIN_LOBBY_BY_INVITATION"	"Beitritt fehlgeschlagen. Sitzung ist voll oder existiert nicht mehr."
"ERROR_XBOX_CANNOT_JOIN_LOBBY_SESSION"	"Beitritt zur Lobby fehlgeschlagen."
"ERROR_XBOX_LIVE_ASYNC_PENDING"	"Vorherige Operation noch ausstehend."
"ERROR_XBOX_LIVE_MULTIPLAYER_RESTRICTION"	"Aufgrund deiner Konto-Einstellungen kannst du nicht am Online-Mehrspielermodus über Xbox Live teilnehmen."
"ERROR_XBOX_LIVE_REQUIRE_SIGN_IN"	"Du musst dich bei Xbox Live anmelden."
"ERROR_XBOX_LIVE_SERVERS_DIDNT_RESPOND"	"Verbindung zu den Xbox Live Diensten fehlgeschlagen."
"ERROR_XBOX_LIVE_SIGN_OUT"	"Spieler hat sich von Xbox Live abgemeldet."
"ERROR_XBOX_LIVE_UGC_RESTRICTION"	"Aufgrund deiner Konto-Einstellungen ist der Zugriff auf von Benutzern erstellte Inhalte über Xbox Live eingeschränkt."
"ERROR_XBOX_LIVE_UNKNOWN_ERROR"	"Unbekannter Fehler bei der Verbindung zu den Xbox Live Diensten."
"ERROR_XBOX_ONE_ACTIVE_PLAYER_LOST_GAMEPAD"	"Bitte das Gameplad neu anschließen."
"ERROR_XBOX_ONE_EXIT_PROFILE"	"Du hast dich aus deinem Profil abgemeldet. Melde dich zum Spielen mit deinem Profil an."
"EXPBONUS_TITLE"	"Reputationsbonus:"
"EXPBONUS_TOOLTIP"	"Mit dem Anbringen von Dekoelementen erhöhst du deinen Reputationsgewinn im Gefecht."
"GARAGE_CAMERA_AND_CAR_RESET"	"Bist du sicher, dass du das Fahrzeug in der Garage zentrieren möchtest?"
"GARAGE_ERROR_CARPART_COLLISION"	"Kann nicht ins Gefecht ziehen, da sich Bauteile überschneiden: $item1$ und $item2$"
"GARAGE_ERROR_CREATE_CABIN"	"Montagefehler"
"GARAGE_ERROR_ENGINE_LIMIT"	"Montagefehler"
"GARAGE_ERROR_ENGINE_LIMIT_TIP"	"Je Fahrzeug ist nur ein zusätzlicher Motor zulässig."
"GARAGE_ERROR_FLAG_LIMIT"	"Flaggen-Limit"
"GARAGE_ERROR_FLAG_LIMIT_TIP"	"Achtung! Je Fahrzeug kann nur eine Flagge installiert werden."
"GARAGE_ERROR_GENERATOR_LIMIT"	"Mounting-Fehler"
"GARAGE_ERROR_GENERATOR_LIMIT_TIP"	"Je Fahrzeug kann nur ein Generator installiert werden."
"GARAGE_ERROR_REQUIRE_LVL"	"Dein Level ist zu niedrig."
"GARAGE_ERROR_REQUIRE_LVL_TIP"	"Benötigt Reputationsstufe $level$ bei der Fraktion '$faction$'"
"GARAGE_ERROR_TOO_MANY_DECALS_TIP_TITLE"	"Aufkleberlimit überschritten"
"GARAGE_ERROR_WEAPON_BARREL_COLLISION"	"Waffenläufe kollidieren"
"GARAGE_ERROR_WEAPON_BARREL_COLLISION_TIP"	"Das Bauteil kann hier nicht befestigt werden. Wähle eine andere Stelle."
"GARAGE_ERROR_WEAPON_COLLISION"	"Kann nicht ins Gefecht ziehen, da Waffenlauf blockiert ist: $item$"
"GARAGE_ERROR_WRONG_ITEM_ORIENTATION"	"Kann nicht ins Gefecht ziehen, da ein Bauteil ungültig platziert wurde: $item$"
"GARAGE_PREVIEW_NO_CABIN"	"Für die Testfahrt ist eine Fahrerkabine nötig."
"hud_respawn_wnd_try_instabuy_again"	"Kauf fehlgeschlagen. Ein anderer Überlebender hat diesen Gegenstand bereits gekauft."
"Inventory_instant_sell_error_no_items"	"Keine ungenutzten Bauteile dieses Typs im Lager."
"MARKET_EMPTY_BLUEPRINT"	"Du versuchst, eine Blaupause ohne Bauteile zu verkaufen.||Blaupausen müssen alle Bauteile beinhalten, die zur Funktion des Fahrzeugs notwendig sind."
"MARKET_NO_CAR"	"Du versuchst ein Fahrzeug ohne Fahrerkabine zu verkaufen.||Das Fahrzeug benötigt eine Fahrerkabine."
"NOT_ENOUGH_PLAYERS_DESC"	"Unzureichende Spieler für die Fortführung des Gefechts."
"NOT_ENOUGH_PLAYERS_HEADER"	"Spiel unterbrochen"
"PARTY_QUIT_DESC"	"Der Anführer der Gruppe ist zur Garage zurückgekehrt. Du befindest dich nun wieder in deiner Garage."
"PARTY_QUIT_HEADER"	"Der Anführer ist zur Garage zurückgekehrt"
"RECONNECTION_DISCONNECT"	"Verlassen."
"RECONNECTION_TEXT"	"Verbindung fehlgeschlagen. Bitte versuche, dich erneut zu verbinden."
"RECONNECTION_TITLE"	"Verbindungsfehler."
"REMOVED_ITEM"	"Dieser Gegenstand existiert nicht mehr"
"XBOX_LIVE_MULTIPLAYER_RESTRICTION"	"Deine Mehrspieler-Privilegien wurden gesperrt."
"XBOX_LIVE_UGC_RESTRICTION"	"Benutzerdefinierte Inhalte wurden gesperrt."
"ACCELERATION_TITLE"	"Beschleunigung"
"ACCURACY_TITLE"	"Genauigkeit"
"AchievementsWnd_rewards"	"Ordens-Belohnungen:"
"AchievementsWnd_score"	"Punkte"
"AchievementsWnd_tooltip"	"$item_name$$tradable$$unlock$"
"AchievementsWnd_tooltip_tradable"	"||$texture name not_sell scale 2$ Unverkäuflich|"
"AchievementsWnd_tooltip_unlock"	"|Orden freischalten $medal_name$."
"achievements_category_CRAFT"	"Konstruktion"
"achievements_category_FIRST"	"Allgemein"
"achievements_category_LEVELING"	"Reputation"
"achievements_category_MARKET"	"Markt"
"achievements_category_PVE"	"Raids"
"achievements_category_PVP"	"Missionen"
"achievement_ASSEMBLY_SIZE_desc"	"Baue ein Fahrzeug aus $value$ Bauteilen"
"achievement_ASSEMBLY_SIZE_name"	"Der Schlaf der Vernunft"
"achievement_ASSEMBLY_UR_desc"	"Konstruiere ein Fahrzeug mit einer Power Score von $value$ oder höher"
"achievement_ASSEMBLY_UR_name"	"Es lebt, lebt!"
"achievement_build_car_x5_desc"	"Ändere den Aufbau deines Fahrzeugs $value$ mal."
"achievement_build_car_x5_name"	"Zurechtmacher"
"achievement_change_fire_controls_x1_desc"	"Belegung der Waffensteuerung ändern"
"achievement_change_fire_controls_x1_name"	"Es gibt für alles einen Knopf."
"achievement_completed"	"Abgeschlossen"
"achievement_completed_total"	"Erhaltene Medaillen:"
"achievement_CRAFT_EPIC_desc"	"Konstruiere { $value$ ; 'episches Bauteil'; 'epische Bauteile' ;}"
"achievement_CRAFT_EPIC_name"	"Industrieller"
"achievement_CRAFT_EXOTIC_desc"	"Konstruiere { $value$ ; 'Relikt-Bauteil'; 'Relikt-Bauteile' ;}"
"achievement_CRAFT_EXOTIC_name"	"Kriegsgott"
"achievement_craft_item_x5_desc"	"Konstruiere $value$ beliebige Bauteile"
"achievement_craft_item_x5_name"	"Lehrling"
"achievement_CRAFT_LEGENDARY_desc"	"Konstruiere { $value$ ; 'legendäres Bauteil'; 'legendäre Bauteile' ;}"
"achievement_CRAFT_LEGENDARY_name"	"Magnat"
"achievement_CRAFT_RARE_desc"	"Konstruiere { $value$ ; 'seltenes Bauteil'; 'seltene Bauteile' ;}"
"achievement_CRAFT_RARE_name"	"Craftsman"
"achievement_dismantle_item_x1_desc"	"Zerlege {$value$;Bauteil;Bauteile}"
"achievement_dismantle_item_x1_name"	"Eingeschmolzen"
"achievement_faction_base_lvl_10_desc"	"Erreiche eine Reputation von $value$ bei den «Engineers»"
"achievement_faction_base_lvl_10_name"	"Routinierter Engineer"
"achievement_fight_completed_x5_desc"	"Schließe $value$ Gefechte ab"
"achievement_fight_completed_x5_name"	"Kämpfer"
"achievement_FUSE_EPIC_PART_desc"	"Konstruiere {$value$ ; 'verbessertes episches Bauteil'; 'verbesserte epische Bauteile';}"
"achievement_FUSE_EPIC_PART_name"	"Epische Fusion"
"achievement_FUSE_EXOTIC_PART_desc"	"Konstruiere ein upgegradetes Relikt-Bauteil."
"achievement_FUSE_EXOTIC_PART_name"	"Relikt-Fusion"
"achievement_FUSE_LEGENDARY_PART_desc"	"Konstruiere ein upgegradetes legendäres Bauteil."
"achievement_FUSE_LEGENDARY_PART_name"	"Legendäre Fusion"
"achievement_FUSE_RARE_PART_desc"	"Konstruiere ein upgegradetes seltenes Bauteil."
"achievement_FUSE_RARE_PART_name"	"Seltene Fusion"
"achievement_level_tooltip_with_date"	"$name$|@ff606060$date$|@ff909090$desc$|@ffddbb80$val$/$max$"
"achievement_level_tooltip_wo_date"	"$name$|@ff909090$desc$|@ffddbb80$val$/$max$"
"achievement_LOOT_CHESTS_OPEN_desc"	"Öffne $value$ Container"
"achievement_LOOT_CHESTS_OPEN_name"	"Erkunder"
"achievement_LOOT_PARTS_desc"	"Erhalte $value$ Bauteile aus Gefechten"
"achievement_LOOT_PARTS_name"	"Verloren & Gefunden"
"achievement_LVL_FACTION_FIRESTARTERS_desc"	"Erreiche ein Reputationslevel von $value$ bei der \"Firestarters\" Fraktion"
"achievement_LVL_FACTION_FRENZIED_desc"	"Erreiche eine Reputation von $value$ bei den «Lunatics»"
"achievement_LVL_FACTION_FRENZIED_name"	"Lunatic"
"achievement_LVL_FACTION_MILITARY_desc"	"Erreiche eine Reputation von $value$ bei den «Steppenwölfen»"
"achievement_LVL_FACTION_MILITARY_name"	"Militarist"
"achievement_LVL_FACTION_SCAVENGERS_desc"	"Erreiche eine Reputation von $value$ bei den «Scavengers»"
"achievement_LVL_FACTION_SCAVENGERS_name"	"Scavenger"
"achievement_LVL_FACTION_SCIENTISTS_desc"	"Erreiche eine Reputation von $value$ bei den «Dawn Children»"
"achievement_LVL_FACTION_SCIENTISTS_name"	"Dawn-Jünger"
"achievement_LVL_FACTION_TRADERS_desc"	"Erreiche eine Reputation von $value$ bei den «Nomads»"
"achievement_LVL_FACTION_TRADERS_name"	"Entdecker"
"achievement_LVL_PARAGON_BASE_desc"	"Erringe Prestigelevel $value$ bei den «Engineers»"
"achievement_LVL_PARAGON_BASE_name"	"Erfahrener Engineer"
"achievement_LVL_PARAGON_FRENZIED_desc"	"Erringe Prestigelevel $value$ bei den «Lunatics»"
"achievement_LVL_PARAGON_FRENZIED_name"	"Legendärer Lunatic"
"achievement_LVL_PARAGON_MILITARY_desc"	"Erringe Prestigelevel $value$ bei den «Steppenwölfen»"
"achievement_LVL_PARAGON_MILITARY_name"	"Marschall"
"achievement_LVL_PARAGON_SCAVENGERS_desc"	"Erringe Prestigelevel $value$ bei den «Scavengers»"
"achievement_LVL_PARAGON_SCAVENGERS_name"	"Ich Sehe Das Licht"
"achievement_LVL_PARAGON_SCIENTISTS_desc"	"Erringe Prestigelevel $value$ bei den «Dawn Children»"
"achievement_LVL_PARAGON_SCIENTISTS_name"	"Dawn-Wächter"
"achievement_LVL_PARAGON_TRADERS_desc"	"Erringe Prestigelevel $value$ bei den «Nomads»"
"achievement_LVL_PARAGON_TRADERS_name"	"Alles gesehen"
"achievement_MARKET_BOUGHT_COUNT_desc"	"Kaufe $value$ Gegenstände auf dem Markt"
"achievement_MARKET_BOUGHT_COUNT_name"	"Kaufrausch"
"achievement_MARKET_INSTABUY_desc"	"Kaufe Gegenstände im Wert von $value$ über die Schnellkauf-Taste"
"achievement_MARKET_INSTABUY_name"	"Impulskäufer"
"achievement_MARKET_INSTASELL_desc"	"Verkaufe Gegenstände im Wert von $value$ über die Schnellverkauf-Taste|"
"achievement_MARKET_INSTASELL_name"	"Opportunist"
"achievement_MARKET_MONEY_EARNED_desc"	"Verdiene $value$ auf dem Markt"
"achievement_MARKET_MONEY_EARNED_name"	"Rockefeller"
"achievement_MARKET_SOLD_COUNT_desc"	"Verkaufe $value$ Güter auf dem Markt"
"achievement_MARKET_SOLD_COUNT_name"	"Feilscher"
"achievement_MEDAL_ANY_desc"	"Erhalte $value$ beliebige Abzeichen im Gefecht"
"achievement_MEDAL_ANY_name"	"Medalliensammler"
"achievement_PVE_ALL_desc"	"Schließe erfolgreich $value$ Raids ab"
"achievement_PVE_ALL_name"	"Raider"
"achievement_PVE_DEFENCE_desc"	"Schließe erfolgreich $value$ Verteidigungs-Raids ab"
"achievement_PVE_DEFENCE_name"	"Verteidiger"
"achievement_PVE_FUEL_RACE_desc"	"Schließe erfolgreich $value$ «Benzinrennen»-Raids ab"
"achievement_PVE_FUEL_RACE_name"	"Raser"
"achievement_PVE_LEVIATHAN_desc"	"Schließe erfolgreich $value$ Leviathan-Raids ab"
"achievement_PVE_LEVIATHAN_KILLS_desc"	"Zerstöre oder hilf bei der Zerstörung von $value$ Leviathanen"
"achievement_PVE_LEVIATHAN_KILLS_name"	"Jäger"
"achievement_PVE_LEVIATHAN_name"	"Ausrotter"
"achievement_PVE_MOB_KILLS_desc"	"Zerstöre oder hilf bei der Zerstörung von $value$ Gegnern in Raids"
"achievement_PVE_MOB_KILLS_name"	"Butcher"
"achievement_PVE_MY_LEVIATHAN_WINS_desc"	"Stelle sicher, dass dein Leviathan $value$ Siege einfährt"
"achievement_PVE_MY_LEVIATHAN_WINS_name"	"Stratege"
"achievement_PVE_SIEGE_desc"	"Schließe erfolgreich $value$ Belagerungs-Raids ab"
"achievement_PVE_SIEGE_name"	"Zerstörer"
"achievement_PVP_ASSAULT_VICTORY_desc"	"Gewinne $value$ Gefechte im Modus «Überfall»"
"achievement_PVP_ASSAULT_VICTORY_name"	"Eroberer"
"achievement_PVP_CONQUER_VICTORY_desc"	"Gewinne $value$ Gefechte im Modus «Zusammenstoß»"
"achievement_PVP_CONQUER_VICTORY_name"	"Konquistador"
"achievement_PVP_DAMAGE_BLAST_desc"	"Richte an Spielerfahrzeugen $value$ Explosivschaden an"
"achievement_PVP_DAMAGE_BLAST_name"	"Sprenger"
"achievement_PVP_DAMAGE_DIRECT_desc"	"Richte an Spielerfahrzeugen $value$ Geschossschaden an"
"achievement_PVP_DAMAGE_DIRECT_name"	"Scharfschütze"
"achievement_PVP_DAMAGE_ENERGY_desc"	"Richte an Spielerfahrzeugen $value$ Energieschaden an"
"achievement_PVP_DAMAGE_ENERGY_name"	"Burning Dawn"
"achievement_PVP_DAMAGE_FLAME_desc"	"Richte $value$ Feuerschaden an Spielerfahrzeugen an"
"achievement_PVP_DAMAGE_FLAME_name"	"Brandstifter"
"achievement_PVP_DAMAGE_MELEE_desc"	"Richte an Spielerfahrzeugen $value$ Nahkampfschaden an"
"achievement_PVP_DAMAGE_MELEE_name"	"Schlägertyp"
"achievement_PVP_DAMAGE_TOTAL_desc"	"Richte an Spielerfahrzeugen $value$ Schaden an"
"achievement_PVP_DAMAGE_TOTAL_name"	"Kriegsherr"
"achievement_PVP_DEFEAT_desc"	"Verliere ein Gefecht gegen andere Spieler"
"achievement_PVP_DEFEAT_name"	"Niemals aufgeben!"
"achievement_PVP_KILLS_desc"	"Zerstöre auf beliebige Art und Weise $value$ Spielerfahrzeuge"
"achievement_PVP_KILLS_name"	"Attentäter"
"achievement_PVP_PARTICIPATED_desc"	"Nimm an einem Gefecht gegen andere Spieler teil"
"achievement_PVP_PARTICIPATED_name"	"Teilnehmer"
"achievement_PVP_VICTORY_desc"	"Gewinne $value$ Gefechte gegen andere Spieler"
"achievement_PVP_VICTORY_name"	"Sieger"
"achievement_QUEST_ANY_desc"	"Schließe $value$ tägliche Aufgaben ab"
"achievement_QUEST_ANY_name"	"Herausforderer"
"achievement_score_total"	"Gesamt-Punktzahl:"
"achievement_used_market_x1_desc"	"Handle zum ersten Mal auf dem Markt"
"achievement_used_market_x1_name"	"Aufstrebender Händler"
"achievement_used_unlockables_x1_desc"	"Verwende ein freischaltbares Bauteil in einer Blaupause"
"achievement_used_unlockables_x1_name"	"Konstrukteur"
"achievement_watched_tutorial_x1_desc"	"Schau dir das Tutorial an"
"achievement_watched_tutorial_x1_name"	"Gelehriger Schüler"
"ADD_FRIEND_BTN"	"Hinzufügen"
"ADMIN_exhibition_ban"	"Verbannen"
"ADMIN_player_ban"	"Verbannen"
"ADMIN_player_mute"	"Stummschalten"
"ADMIN_trade_ban"	"Verbannen"
"Alpha_Bundle_Desc"	"- Exklusives Fahrzeug 'Snappy'|- Farbdose \"Material: Crash Tester\"|- Charakterportrait \"Crash Tester\""
"Alpha_Bundle_Name"	"Alphatest-Belohnung"
"ALPHA_TEST_WINDOW_CLOSED"	"Der Alpha-Test von Crossout ist momentan zwischen 18.00 und 21.00 Uhr MESZ verfügbar."
"AMMO_BURST_UNIT"	"Salven"
"AMMO_UNIT"	"Stk."
"ANTIADDICTION_BTN_BIND_NOW"	"Verknüpfen"
"ANTIADDICTION_BTN_BIND_WAIT"	"Später"
"ANTIADDICTION_BTN_CONTINUE"	"Fortsetzen"
"ANTIADDICTION_BTN_EXIT"	"Verlassen"
"ANTIADDICTION_MSG_BIND_POPUP"	"Bitte verknüpfe deine ID-Nummer mit deinem Crossout-Profil, um auch nach fünf Stunden Onlinezeit weiterhin Belohnungen zu erhalten."
"ANTIADDICTION_MSG_HALF_REWARD"	"Du spielst bereits seit mehr als 3 Stunden. Belohnungen wurden halbiert. Nach 5 Stunden werden die Belohnungen deaktiviert."
"ANTIADDICTION_MSG_NO_REWARD"	"Du spielst bereits seit mehr als 5 Stunden. Belohnungen wurden deaktiviert."
"ANTIADDICTION_MSG_WARNING"	"Du spielst bereits seit $time$ Stunden. Nach 3 Stunden werden die Belohnungen halbiert."
"ARC_LOGIN_BUTTON"	"Mit Arc einloggen"
"Army_Boss_Hard"	"Warlord"
"Army_Destroyer_Hard"	"Wedge"
"Army_Killer_Hard"	"Sergeant"
"Aus_Quest_1_Desc"	"Schließe 5 Gefechte ab.||Besondere Mission für den Start der Server in Ozeanien"
"Aus_Quest_1_Name"	"Down Under I"
"Aus_Quest_2_Desc"	"Schließe 20 Gefechte ab.||Besondere Mission für den Start der Server in Ozeanien"
"Aus_Quest_2_Name"	"Down Under II"
"Aus_Quest_3_Desc"	"Schließe 50 Gefechte ab.||Besondere Mission für den Start der Server in Ozeanien"
"Aus_Quest_3_Name"	"Down Under III"
"AUTHING"	"Authentifizierung"
"AvatarWnd_requirements"	"Benötigt Reputationsstufe $level$ bei der Fraktion '$faction$'"
"AvatarWnd_SELECT"	"Auswählen"
"AvatarWnd_TITLE"	"Portrait ändern"
"AvatarWnd_tooltip_format"	"$name$|$desc$"
"avatar_battletest_name"	"Stirb Langsam"
"avatar_bot_name"	"Testpilot"
"avatar_gamescom2017_desc"	"Party Tier und Cosplayer. Verpasste nie eine einzige wichtige Con, solange diese noch stattfanden, natürlich.|Aber auch jetzt, wo die alte Welt nicht mehr existiert, liebt er es, sich mit einem fröhlichen Kostüm zu verkleiden und den Menschen Freude mit einem Lied zu bringen. Zu sagen, dass dies diejenigen, die sich mit ihm treffen, nur erschreckt, wäre eine maßlose Untertreibung."
"AVG_QUEUE_TIME"	"Durchschnittliche Wartezeit"
"BanReason_Not_setted"	"Nicht angegeben."
"ban_reason"	"Ausschlussgrund"
"Basic_Vehicle_Desc"	"Fahrzeuge wie diese werden an Anfänger ausgegeben. Es ist zwar nichts besonderes, verfügt aber über akzeptable Leistungsdaten und bietet viel Potential zur Verbesserung."
"Basic_Vehicle_Name"	"Anfänger-Mobil"
"BATTLELOG_HEADER_DATE"	"Datum"
"BATTLELOG_HEADER_GAMEPLAY"	"Gefechtstyp"
"BATTLELOG_HEADER_MAP"	"Schauplatz"
"BATTLELOG_HEADER_RESULT"	"Ergebnis"
"BATTLELOG_HEADER_REWARD"	"Belohnung"
"BATTLELOG_MISSION_GROUP_BRAWL"	"Brawls"
"BATTLELOG_MISSION_GROUP_CLAN"	"Clangefechte"
"BATTLELOG_MISSION_GROUP_LADDER"	"Ranglistenspiel|"
"BATTLELOG_MISSION_GROUP_OTHER"	"Missionen"
"BATTLELOG_MISSION_GROUP_PVE"	"Raids"
"BATTLELOG_MISSION_GROUP_SPECIAL"	"Missionen"
"BATTLELOG_RESULT_PLACE"	"$value$ Platz "
"BETA_TEST"	"Beta"
"BINDING_HEADER_EDITOR_PREVIEW"	"Testfahrt"
"BINDING_NAME_quickMsgAttack"	"Ausruf: Angriff!"
"BINDING_NAME_quickMsgComeHere"	"Ausruf: Hier sammeln!"
"BINDING_NAME_quickMsgDefend"	"Ausruf: Hier verteidigen!"
"BINDING_NAME_quickMsgGoodWork"	"Ausruf: Gut gemacht!"
"BINDING_NAME_quickMsgHelpMe"	"Ausruf: Brauche Hilfe!"
"BINDING_NAME_quickMsgLookOut"	"Ausruf: Achtung!"
"BLACK_LIST_TITLE"	"Blacklist"
"Blockpost_nomads_caption"	"Stirb Langsam"
"Blockpost_Post1_psycho_text3"	"Shh. Klopf klopf. Wer ist da? Euer Sarg und eure Nägel! IHR WERDET UNS NICHT VERSAGEN LASSEN!"
"Blockpost_Post2_nomads_text"	"Wenn man sich einmal verbrennt, versucht man es kein zweites Mal. Schlaue Leute würden dieser Logik folgen. Na dann, lasst uns diese Lehre wiederholen!"
"Blockpost_Post2_nomads_text3"	"Wie geht es euch, schon müde davon, Außenposten anzugreifen? Dies ist nicht einmal der letzte."
"BlueprintWnd_Slots"	"Plätze: $cur$/$max$"
"BlueprintWnd_Slots_Expand"	"Du brauchst das Folgende, um 1 weiteren Platz freizuschalten:"
"BLUEPRINT_ALLPARTS"	"Du hast alle benötigten Bauteile"
"BLUEPRINT_BUNDLE_BLUEPRINT"	"Pakete"
"BLUEPRINT_ERASE"	"Löschen"
"BLUEPRINT_ERASE_WARNING"	"Willst du die Blaupause löschen, die sich auf diesem Platz befindet?"
"BLUEPRINT_EXHIBITION"	"In die Galerie"
"BLUEPRINT_EXHIBITION_SEND_ERROR"	"Ungültige Blaupausen können nicht veröffentlicht werden."
"BLUEPRINT_EXHIBITION_SEND_SUCCESS"	"Deine Blaupause wurde zur Galerie hochgeladen!"
"BLUEPRINT_EXHIBITION_WARNING"	"Möchtest du diese Blaupause wirklich in der Galerie zur Schau stellen?"
"BLUEPRINT_FACTION_BLUEPRINT"	"Fraktion"
