"2STEP_AUTHORIZATION_ENABLED"	"Your account is protected."
"pic_BulletRust_Name"	"Metal fatigue"
"pic_BulletRust_Piece_desc"	"Fragment for assembly of decoration “Metal Fatigue”"
"pic_BulletRust_Piece_name"	"“Metal Fatigue” fragment"
"pic_CamouflageDesert_Desc"	"Paint and patterns.|Can colour most parts."
"pic_CamouflageDesert_Name"	"Pattern: Digital Desert"
"Pic_CamouflageMark_Desc"	"Spray Can.|Can colour most parts."
"pic_CamouflageSlave1_Desc"	"Paint and patterns.|Can colour most parts."
"Pic_CamouflageWolfFlag_Desc"	"Signature camouflage of the Steppenwolfs."
"Pic_CamouflageWolfFlag_Name"	"Camouflage: Steppe"
"pic_chameleon_BlackGreen_Name"	"Dark aquamarine"
"Pic_chameleon_RedDemon_desc"	"Limited spray paint for METAL MAX Xeno collaboration. The red which reproduce the legendary “Red demon” R Wolf's color."
"Pic_chameleon_RedDemon_name"	"Red from R Wolf"
"pic_chameleon_Tribal01_Desc"	"Spray Can.|Can colour most parts."
"pic_chameleon_Tribal01_Name"	"Fire Salamander"
"pic_CheckerTaxi_Desc"	"Paint and patterns.|Can colour most parts."
"pic_CheckerTaxi_Name"	"Checkers"
"pic_CrashTest01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_CrashTest01_Name"	"Material: Test Dummy"
"pic_CrashTest01_Piece_desc"	"Fragment for assembly of decor “Test Dummy”"
"pic_CrashTest01_Piece_name"	"“Test Dummy” fragment"
"pic_CrashTest02_Desc"	"Paint and patterns.|Can colour most parts."
"pic_CrashTest02_Name"	"Material: Crash Tester"
"pic_Electric01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_Electric01_Name"	"Pattern: Lightning"
"pic_EtnoPattern_Desc"	"Paint and patterns.|Can colour most parts."
"pic_EtnoPattern_Name"	"Pattern: Tribal"
"pic_Flames01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_Flames01_Name"	"Pattern: Flame"
"pic_FleurDeLys01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_FleurDeLys01_Name"	"Fleur-de-lis"
"pic_Football01_Desc"	"Spray paint and pattern in the style of “Steel Championship”. Can be applied to most parts."
"pic_Gingerbread01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_Gingerbread01_Name"	"Festive taste"
"pic_GoldTiger_Desc"	"Spray Can.|Can colour most parts."
"pic_GoldTiger_Name"	"Golden Tiger"
"pic_JailScratches01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_JailScratches01_Name"	"Pattern: Calendar"
"pic_JailScratches01_Piece_desc"	"Fragment for assembly of decor “Calendar”"
"pic_JailScratches01_Piece_name"	"“Calendar” fragment"
"pic_KhakiSharp_Desc"	"Paint and material|Can treat most parts."
"pic_KhakiSharp_Name"	"Pattern: Larch"
"pic_LavaSkin01_Desc"	"Spray Can.|Can colour most parts."
"pic_LavaSkin01_Name"	"Pattern: Lava"
"pic_MetalOil_Desc"	"Spray Can.|Can colour most parts."
"pic_MetalOil_Name"	"Black Gold"
"pic_MetalOil_Piece_desc"	"Fragment for assembly of decoration “Black Gold”"
"pic_MetalOil_Piece_name"	"“Black Gold” fragment"
"pic_metal_black01_Desc"	"Spray Can.|Can colour most parts."
"pic_Mummy01_Desc"	"Spray Can.|Can colour most parts."
"pic_Mummy01_Name"	"Mummy"
"pic_PresentPaper01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_PresentPaper01_Name"	"A little something"
"pic_RussianFolk01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_RussianFolk01_Name"	"Northern Fairytale"
"Pic_Ryuusui01_Desc"	"One of the few things a man can observe endlessly. The author came up with this design when he saw a dream of a far-away mountain land."
"Pic_Ryuusui01_Name"	"Flowing river"
"pic_ScaleFish01_Desc"	"Paint and material|Can treat most parts."
"pic_ScaleFish01_Name"	"Material: Alligator"
"pic_ScaleFish01_Piece_desc"	"Fragment for assembly of decor “Alligator”"
"pic_ScaleFish01_Piece_name"	"“Alligator” fragment"
"pic_ScaleFish02_Desc"	"Paint and material|Can treat most parts."
"pic_ScaleFish02_Name"	"Material: Snake"
"pic_ScaryFaces01_Desc"	"Spray Can.|Can colour most parts."
"pic_ScaryFaces01_Name"	"The Harvest"
"pic_SchoolDesk01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_SchoolDesk01_Name"	"Pattern: Blackboard"
"pic_SchoolDesk01_Piece_desc"	"Fragment for assembly of decor “Blackboard”"
"pic_SchoolDesk01_Piece_name"	"“Blackboard” fragment"
"Pic_Shimapan_Desc"	"A joyful pattern evoking sweet dreams of the Internet age."
"Pic_Shimapan_Name"	"Shimapan"
"pic_SpiderWeb01_Desc"	"Spray Can.|Can colour most parts."
"pic_SpiderWeb01_Name"	"Nocturnal Hunter"
"Pic_SpiderWeb02_Desc"	"Spray Can.|Can colour most parts."
"Pic_SpiderWeb02_Name"	"Camouflage: Web"
"pic_StMuerte01_Desc"	"Spray Can.|Can colour most parts."
"pic_StMuerte01_Name"	"Death mask"
"pic_StMuerte02_Desc"	"Spray Can.|Can colour most parts."
"pic_StMuerte02_Name"	"Death dance"
"pic_StressTest01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_StressTest01_Name"	"Pattern: Graffiti Dusk"
"pic_StressTest01_Piece_desc"	"Fragment for assembly of “Graffiti Dusk” paint"
"pic_StressTest01_Piece_name"	"“Graffiti Dusk” fragment"
"pic_StressTest02_Desc"	"Paint and patterns.|Can colour most parts."
"pic_StressTest02_Name"	"Pattern: Graffiti Dawn"
"pic_TaxiScratch_Desc"	"Paint and patterns.|Can colour most parts."
"pic_TaxiScratch_Name"	"Old salt"
"pic_Teutonique_cross01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_Teutonique_cross01_Name"	"Teutonic Cross"
"pic_Teutonique_eagle_Desc"	"Paint and patterns.|Can colour most parts."
"pic_Teutonique_eagle_Name"	"Teutonic Eagle"
"pic_Teutonique_stripes_Desc"	"Paint and patterns.|Can colour most parts."
"pic_Teutonique_stripes_Name"	"Teutonic Stripes"
"Pic_Trypophobia01_Desc"	"Spray Can.|Can colour most parts."
"Pic_Trypophobia01_Name"	"Camouflage: Crater"
"pic_TurtleShell01_Desc"	"Spray Can.|Can colour most parts."
"pic_TurtleShell01_Name"	"Pattern: Turtle"
"pic_TurtleShell0_Desc"	"Spray Can.|Can colour most parts."
"pic_TurtleShell0_Name"	"Pattern: Turtle"
"pic_USline_Desc"	"Paint and patterns.|Can colour most parts."
"pic_USline_Name"	"“Lone ranger” stripes"
"pic_USstars_Desc"	"Paint and patterns.|Can colour most parts."
"pic_USstars_Name"	"“Lone ranger” stars"
"Pic_Wood01_desc"	"In the old world, only interiors of luxury cars were decorated with exotic wood panes to emphasize the owner's kind and generous nature. Today's people are a lot simpler, everyone's an open book. Why not decorate armor with wood?"
"Pic_Wood01_name"	"Wood grain"
"pic_XmasTree01_Desc"	"Paint and patterns.|Can colour most parts."
"pic_XmasTree01_Name"	"Camouflask"
"pic_YouTube02_Desc"	"A rare paint that can only be obtained by being in the right place at the right time."
"pic_YouTube02_Name"	"Brotherhood of viewers"
"pic_YouTube03_Desc"	"Paint and patterns.|Can colour most parts."
"pic_YouTube03_Name"	"Player Union"
"pic_YouTube_Desc"	"A rare paint that can only be obtained by being in the right place at the right time."
"pic_YouTube_Name"	"Army of viewers"
"Promo_boar_Desc"	"Untradable sticker “Wild Boar”"
"Promo_Decal_loner_Name"	"'All by myself' pack"
"Promo_flags_Name"	"Flags"
"Promo_signs_3_Name"	"Slippery slope"
"SeaTerra_Dye"	"Palette: Land & Sea"
"SeaTerra_Dye_Desc"	"Colours of water and land."
"Skin_Cabin_Moonwalker_C1_Raider_bundle_Desc"	"Appearance customization kit for the cabin “Pilgrim”.||This cabin resembles the head of a giant dinosaur that bares its fangs and squints its eyes looking for prey."
"Skin_Cabin_Moonwalker_C1_Raider_bundle_Name"	"CK T-Rex"
"Skin_Cabin_Moonwalker_C1_Raider_desc"	"Changes appearance of the cabin $targetDef$.||This cabin resembles the head of a giant dinosaur that bares its fangs and squints its eyes looking for prey.||The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_Cabin_Moonwalker_C1_Raider_name"	"CK T-Rex"
"Skin_Cabin_Tribal_C1_Raider_bundle_Desc"	"Appearance customization kit for the cabin “Bat”.||Retro design and minimalism. This cabin built by a mysterious genius carries the spirit of the long-gone Great Wars era."
"Skin_Cabin_Tribal_C1_Raider_bundle_Name"	"CK Wunderbar"
"Skin_Cabin_Tribal_C1_Raider_desc"	"Changes appearance of the cabin $targetDef$.||Retro design and minimalism. This cabin built by a mysterious genius carries the spirit of the long-gone Great Wars era.||The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_Cabin_Tribal_C1_Raider_name"	"CK Wunderbar"
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_China_desc"	"Changes appearance of the rocket launcher $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_China_name"	"CK Swarm"
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_Raider_Desc"	"Changes appearance of the rocket launcher $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_Raider_Name"	"CK Thunderclap"
"Skin_CarPart_AutoGuidedCourseGun_epic_C2_China_desc"	"Changes appearance of the rocket launcher $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_AutoGuidedCourseGun_epic_C2_China_name"	"CK Cold wave"
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_China_Desc"	"Changes appearance of the rocket launcher $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_China_Name"	"CK Boombox"
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_Raider_Desc"	"Changes appearance of the rocket launcher $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_Raider_Name"	"CK Kaboom"
"Skin_CarPart_AutoGuidedCourseGun_rare_C2_China_desc"	"Changes appearance of the rocket launcher $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_AutoGuidedCourseGun_rare_C2_China_name"	"CK Hailstone"
"Skin_CarPart_ChainSaw_epic_C1_China_Desc"	"Changes appearance of the melee weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_ChainSaw_epic_C1_China_Name"	"CK Killer"
"Skin_CarPart_ChainSaw_epic_C1_Raider_Desc"	"Changes appearance of the melee weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_ChainSaw_epic_C1_Raider_Name"	"CK Enemy mine"
"Skin_CarPart_Drill_epic_C1_China_desc"	"Changes appearance of the melee weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Drill_epic_C1_China_name"	"CK Dharma's Umbrella"
"Skin_CarPart_Drill_epic_C1_Raider_desc"	"Changes appearance of the melee weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Drill_epic_C1_Raider_name"	"CK Swashbuckler"
"Skin_CarPart_Drill_epic_C2_China_desc"	"Changes appearance of the melee weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Drill_epic_C2_China_name"	"CK Tropical cyclone"
"Skin_CarPart_Gun_BigCannon_EX_C1_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_EX_C1_China_name"	"CK Guardsman"
"Skin_CarPart_Gun_BigCannon_EX_epic_C1_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_EX_epic_C1_China_name"	"CK General"
"Skin_CarPart_Gun_BigCannon_EX_epic_C2_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_EX_epic_C2_China_name"	"CK Mendeleev"
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_China_name"	"CK Officer"
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_Raider_Desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_Raider_Name"	"CK Finetooth"
"Skin_CarPart_Gun_BigCannon_EX_rare_C2_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_EX_rare_C2_China_name"	"CK Cancer"
"Skin_CarPart_Gun_BigCannon_Free_epic_C1_China_Desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_Free_epic_C1_China_Name"	"CK Dragon"
"Skin_CarPart_Gun_BigCannon_Free_legend_C1_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_Free_legend_C1_China_name"	"CK Emperor"
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_China_name"	"CK Cannoneer"
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_Raider_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_Raider_name"	"CK Jaws"
"Skin_CarPart_Gun_BigCannon_Free_rare_C2_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_BigCannon_Free_rare_C2_China_name"	"CK Sirius"
"Skin_CarPart_Gun_CannonMinigun_legend_C1_China_desc"	"Changes appearance of the minigun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item.|"
"Skin_CarPart_Gun_CannonMinigun_legend_C1_China_name"	"CK Rumble"
"Skin_CarPart_Gun_Cannon_epic_C1_China_Desc"	"Changes appearance of the autocannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Cannon_epic_C1_China_Name"	"CK Phoenix"
"Skin_CarPart_Gun_Cannon_epic_C2_China_desc"	"Changes appearance of the autocannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Cannon_epic_C2_China_name"	"CK Tornado"
"Skin_CarPart_Gun_Cannon_rare_C1_China_Desc"	"Changes appearance of the autocannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Cannon_rare_C1_China_Name"	"CK Redbird"
"Skin_CarPart_Gun_Cannon_rare_C1_Raider_Desc"	"Changes appearance of the autocannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Cannon_rare_C1_Raider_Desc_Desc"	"Changes appearance of the autocannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Cannon_rare_C1_Raider_Desc_Name"	"CK Poleaxe"
"Skin_CarPart_Gun_Cannon_rare_C1_Raider_Name"	"CK Sling"
"Skin_CarPart_Gun_Cannon_rare_C2_China_desc"	"Changes appearance of the autocannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Cannon_rare_C2_China_name"	"CK Sagittarius"
"Skin_CarPart_Gun_Flamethrower_light_C1_China_desc"	"Changes appearance of the flamethrower $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Flamethrower_light_C1_China_name"	"CK Centipede"
"Skin_CarPart_Gun_GrenadeLauncher_Auto_C1_China_desc"	"Changes appearance of the grenade launcher weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_GrenadeLauncher_Auto_C1_China_name"	"CK Garuda"
"Skin_CarPart_Gun_GrenadeLauncher_Auto_C2_China_desc"	"Changes appearance of the grenade launcher weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_GrenadeLauncher_Auto_C2_China_name"	"CK Heat wave"
"Skin_CarPart_Gun_GrenadeLauncher_Shotgun_C2_China_desc"	"Changes appearance of the grenade launcher weapon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_GrenadeLauncher_Shotgun_C2_China_name"	"CK Achilles"
"Skin_CarPart_Gun_GuidedMissile_Sniper_C2_China_desc"	"Changes appearance of the rocket launcher $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_GuidedMissile_Sniper_C2_China_name"	"CK Blizzard"
"Skin_CarPart_Gun_Machinegun_C1_China_Desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_C1_China_Name"	"CK Blitzkrieg"
"Skin_CarPart_Gun_Machinegun_C1_Raider_Desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_C1_Raider_Name"	"CK Shark"
"Skin_CarPart_Gun_Machinegun_epic_C1_China_desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_epic_C1_China_name"	"CK Demon"
"Skin_CarPart_Gun_Machinegun_epic_C1_Raider_Desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_epic_C1_Raider_Name"	"CK Bloodsucker"
"Skin_CarPart_Gun_Machinegun_epic_C2_China_desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_epic_C2_China_name"	"CK Gustaf"
"Skin_CarPart_Gun_Machinegun_Frontal_C1_China_desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_Frontal_C1_China_name"	"CK Armadillo"
"Skin_CarPart_Gun_Machinegun_Frontal_C1_Raider_desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_Frontal_C1_Raider_name"	"CK Bumbarash"
"Skin_CarPart_Gun_Machinegun_Frontal_C2_China_desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_Frontal_C2_China_name"	"CK Taurus"
"Skin_CarPart_Gun_Machinegun_rare_C1_China_desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_rare_C1_China_name"	"CK Direwolf"
"Skin_CarPart_Gun_Machinegun_rare_C2_China_desc"	"Changes appearance of the machine gun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Machinegun_rare_C2_China_name"	"CK Hellfire"
"Skin_CarPart_Gun_Minigun_C1_China_desc"	"Changes appearance of the minigun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item.|"
"Skin_CarPart_Gun_Minigun_C1_China_name"	"CK Hunter"
"Skin_CarPart_Gun_Minigun_C1_Raider_Desc"	"Changes appearance of the minigun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Minigun_C1_Raider_Name"	"CK Vacuum"
"Skin_CarPart_Gun_Minigun_C2_China_desc"	"Changes appearance of the minigun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item.|"
"Skin_CarPart_Gun_Minigun_C2_China_name"	"CK Aquila"
"Skin_CarPart_Gun_Mortar_Revert_C2_China_desc"	"Changes appearance of the cannon $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Mortar_Revert_C2_China_name"	"CK Caesar"
"Skin_CarPart_Gun_Shotgun_epic_C1_Raider_Desc"	"Changes appearance of the shotgun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Shotgun_epic_C1_Raider_Name"	"CK Screamer"
"Skin_CarPart_Gun_Shotgun_epic_C2_China_desc"	"Changes appearance of the shotgun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Shotgun_epic_C2_China_name"	"CK Gemini"
"Skin_CarPart_Gun_Shotgun_Frontal_C2_China_desc"	"Changes appearance of the shotgun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
"Skin_CarPart_Gun_Shotgun_Frontal_C2_China_name"	"CK Fredrik"
"Skin_CarPart_Gun_Shotgun_legend_C2_China_desc"	"Changes appearance of the shotgun $targetDef$. The customized item cannot be traded. Only one CK can be applied to an item."
