"ADVENTURE_REWARD_BONUS"	"Plus"
"Craftsman_FrenziedRare_Desc"	"Permet de créer de nouvelles pièces rares."
"Craftsman_FrenziedRare_Name"	"Etabli Lunatic"
"craftsman_hire_need_perk"	"Requiert : $perk$"
"Craftsman_MilitaryEpic_Desc"	"Permet de créer de nouvelles pièces épiques."
"Craftsman_MilitaryEpic_Name"	"Établi du camp"
"Craftsman_MilitaryLegend_Desc"	"Permet de créer de nouvelles pièces légendaires."
"Craftsman_MilitaryLegend_Name"	"Livraison au QG"
"Craftsman_MilitaryRare_Desc"	"Permet de créer de nouvelles pièces rares."
"Craftsman_MilitaryRare_Name"	"Établi portable"
"Craftsman_NewYearCraftsman_Name"	"Des explosifs perdus et trouvés"
"Craftsman_ScavengersEpic_Desc"	"Permet de créer de nouvelles pièces épiques."
"Craftsman_ScavengersEpic_Name"	"Camp de Scavenger"
"Craftsman_ScavengersLegend_Desc"	"Permet de créer de nouvelles pièces légendaires."
"Craftsman_ScavengersLegend_Name"	"Base des Scavanger"
"Craftsman_ScavengersRare_Desc"	"Permet de créer de nouvelles pièces rares."
"Craftsman_ScavengersRare_Name"	"Poste avancé de Scavanger"
"Craftsman_ScientistsEpic_Desc"	"Permet de créer de nouvelles pièces épiques."
"Craftsman_ScientistsEpic_Name"	"Usine automatisée"
"Craftsman_ScientistsLegend_Desc"	"Permet de créer de nouvelles pièces légendaires."
"Craftsman_ScientistsLegend_Name"	"Laboratoire 51"
"Craftsman_ScientistsRare_Desc"	"Permet de créer de nouvelles pièces rares."
"Craftsman_ScientistsRare_Name"	"Zone de test"
"Craftsman_TradersEpic_Desc"	"Permet de créer de nouvelles pièces épiques."
"Craftsman_TradersEpic_Name"	"QG Nomad"
"Craftsman_TradersLegend_Desc"	"Permet de créer de nouvelles pièces légendaires."
"Craftsman_TradersLegend_Name"	"Laboratoire Nomad"
"Craftsman_TradersRare_Desc"	"Permet de créer de nouvelles pièces."
"Craftsman_TradersRare_Name"	"Tente Nomad"
"CRAFT_CRAFTSMAN_REQUIRE_FACTION"	"Le joueur doit être allié avec cette faction pour fabriquer la pièce selectionnée"
"craft_info_1"	"Bon, votre progression chez les ingénieurs commence à faire peur. Vous avez fait de la politique dans l'ancien monde? Tout va à l'envers, ce qui n'avaient rien ont tout maintenant, ha-ha. Vous ne parlez pas beaucoup, hein ?"
"craft_info_2"	"Les ingénieurs – ce ne sont pas que des missions, des récompenses et des chansons au coin du feu, on vous permet aussi de fabriquer de nouvelles pièces avec nos établis. Si vous trouvez les bons composant, autant le fabriquer vous même !"
"craft_rare_info_1"	"Les ressources sont de plus en plus rares, et ca nous force à explorer des régions de plus en plus dangereuses. Ils ne rigolent pas la bas, mais vous avez déjà sûrement vu ce que ça fait que d'être touché par une arme rare, donc pas besoin de vous expliquer."
"craft_rare_info_2"	"Bon, vous pouvez fabriquer du matériel avec plus de pèche que ces vieille mitrailleuses... mais les ateliers sont rares et convoités, il va falloir payer pour les utiliser. Pas d'inquiétude, vous pouvez revendre des bricoles que vous n'utilisez pas."
"CUSTOM_GAME_AI_TITLE"	"AI"
"CUSTOM_GAME_BOTLIST_TITLE"	"Ennemis"
"CUSTOM_GAME_DIFFICULTY_TITLE"	"Difficulté"
"CUSTOM_GAME_EMPTY_SLOT"	"Vide"
"CUSTOM_GAME_INVITED_MSG"	"Vous avez été invité dans un salon."
"CUSTOM_GAME_INVITE_BTN"	"Inviter"
"CUSTOM_GAME_LEAVE_BTN"	"Quitter"
"CUSTOM_GAME_LEAVE_WARNING"	"Quitter le salon"
"CUSTOM_GAME_MAP_TITLE"	"Carte"
"CUSTOM_GAME_MENU_KICK"	"Éjecter "
"CUSTOM_GAME_MENU_SET_OBSERVER"	"Se déplacer dans les spectateurs"
"CUSTOM_GAME_MENU_SET_TEAM2"	"D"
"CUSTOM_GAME_MODE_TITLE"	"Mode de jeu"
"CUSTOM_GAME_OBSERVERS"	"Spectateurs"
"CUSTOM_GAME_PARAM_TITLE"	"Paramètres"
"CUSTOM_GAME_PLAY_BTN"	"Jouer"
"CUSTOM_GAME_QUIT_HEADER"	"Le propriétaire est revenu au garage"
"CUSTOM_GAME_REGION_TITLE"	"Région"
"CUSTOM_GAME_SEND_INVITE_MSG"	"Entrer le nom du joueur"
"CUSTOM_GAME_SEND_INVITE_TITLE"	"Inviter un joueur"
"CUSTOM_GAME_TEAM1"	"Équipe 1"
"CUSTOM_GAME_TEAM2"	"Équipe 2"
"DailyChallengeEventQuest1_Name"	"Survivants: Missions"
"DailyChallengeEventQuest2_Name"	"Conquérant"
"DailyChallengeEventQuest3_Name"	"Machinegunner: Missions"
"DailyChallengeEventQuest4_Desc"	"Détruisez 7 ennemis"
"DailyChallengeEventQuest4_Name"	"Exterminateur"
"DailyChallengeEventQuest5_Name"	"Shotguns: Missions"
"DailyChallengeEventQuest6_Name"	"Conquérant"
"DailyChallengeEventQuest7_Name"	"Gunner: Missions"
"DailyRewardDayNumber"	"Day $val$"
"DailyRewardDescription"	"A demain pour la prochaine récompense!"
"DailyRewardGrabReward"	"Récompense"
"DailyRewardHelp"	"Liste des récompenses mensuelles. Pour obtenir toutes les récompenses, vous devez vous connectez au moins 15 fois par mois."
"DailyRewardTitle"	"Récompense"
"DailyRewardToday"	"Aujourd'hui"
"Daily_1_Login_desc"	"Connectez-vous au jeu une fois par jour."
"Daily_2_WinsPvp_desc"	"Gagnez {$required_value$;battle;battles} en missions."
"Daily_3_WinsPve_desc"	"Complétez $required_value$ raids."
"Daily_4_Wins_Machinegun_desc"	"Gagnez {$required_value$;battle;battles} en missions ou en raids en utilisant la mitrailleuse."
"Daily_4_Wins_Shotgun_desc"	"Gagnez {$required_value$;battle;battles} dans les missions ou les raids avec un fusil à pompe (Shotgun)."
"daily_quest_info_1"	"Les ingénieurs sont des types cools, on ne vous laissera pas tomber. Faites votre boulot et on vous récompensera correctement. Oh, nous avons des missions pour les survivants de confiance, et on paye en ferraille."
"DamageBlast_German_Desc"	"Infligez $required_value$ dégâts explosifs en mission."
"DamageBlast_German_Name"	"Big Bertha"
"DamageMelee_German_Desc"	"Infligez $required_value$ dégâts de collisions en mission."
"DamageMelee_German_Name"	"Lance bearer"
"DamageRange_German_Desc"	"Infligez $required_value$ dégâts par balle en mission."
"DamageRange_German_Name"	"En plein dans le mille"
"Damage_German_Desc"	"Infligez $required_value$ dégâts en mission."
"Damage_German_Name"	"Fatigue"
"DAMAGE_TITLE"	"Dégâts"
"DEBRIEFING_TITLE"	"Résultats de la bataille"
"DEBR_ANTIADDICT_EXP_PERCENT"	"Pénalité de temps:"
"DEBR_BASE_EXP"	"Réputation de base:"
"DEBR_BUY_STAMINA"	"Acheter les $gasoline$ jerrycans de carburant requis?"
"DEBR_CRAFT_COMP_COMPLETE"	"Tous les composants sont récupérés"
"DEBR_CRAFT_REQUIRED_ITEMS_TITLE"	"Pièces requises"
"DEBR_CRAFT_REQUIRED_RES_TITLE"	"Ressources requises"
"DEBR_CRAFT_RES_COMPLETE"	"Toutes les ressources sont récupérées"
"DEBR_DAILY_COMPLETE"	"Défi accompli."
"DEBR_DAILY_EXP_PERCENT"	"Boost d'énergie"
"DEBR_DAILY_TITLE"	"Défi"
"DEBR_DRAW_DESC"	"@ffff0000Égalité."
"DEBR_DRIVER_EXP_PERCENT"	"Co-pilote $name$"
"DEBR_DRIVER_LVL"	"Niveau $level$"
"DEBR_DRIVER_MAXED"	"Tous les talents disponibles sont connus!"
"DEBR_EQUIP_EXP_PERCENT"	"Bonus de décoration:"
"DEBR_EQUIP_EXP_PERCENT_TEAM_FACTION_Frenzied"	"Bonus d'équipe à l'XP des Lunatics"
"DEBR_EQUIP_EXP_PERCENT_TEAM_FACTION_Scavengers"	"Bonus d'équipe à la réputation des Scavengers"
"DEBR_EQUIP_EXP_PERCENT_TEAM_FACTION_Traders"	"Bonus d'équipe à l'XP des Nomads"
"DEBR_EXP_BONUS_TOOLTIP_TITLE"	"Bonus de réputation"
"DEBR_EXP_TOOLTIP_TITLE"	"@ffff9f00Réputation@ffffffff"
"DEBR_EXP_TOOLTIP_TOTAL"	"Réputation totale:"
"DEBR_FACTION_EXP_TITLE"	"Réputation reçue"
"DEBR_FINISH_REASON"	"Raison de la fin :"
"DEBR_GAMEPLAY_PLACE_TITLE"	"Place"
"DEBR_GAME_FINISHED"	"Partie terminée."
"DEBR_GARAGE"	"Au garage"
"DEBR_GASOLINE_HINT"	"Emportez un baril de carburant pour obtenir du carburant."
"DEBR_GASOLINE_TITLE"	"CARBURANT"
"DEBR_HEADER_ASSISTS"	"Assists"
"DEBR_HEADER_DEATHS"	"Morts"
"DEBR_HEADER_KILLS"	"Destructions"
"DEBR_HEADER_PLAYERS"	"Joueur"
"DEBR_HEADER_PLAYERS_PS4"	"ID en ligne"
"DEBR_HEADER_SCORE"	"Score"
"DEBR_LADDER_POS"	"$pos$ place"
"DEBR_LADDER_RATING_TITLE"	"Classement"
"DEBR_LADDER_TITLE"	"Classement obtenu"
"DEBR_LOSEREASON_DERBY_ENEMIES_DEAD"	"Votre véhicule à été détruit."
"DEBR_LOSEREASON_ENOUGH_FRAG"	"Un survivant à tué plus d'ennemis"
"DEBR_LOSEREASON_MORE_BASE_CAPTURED"	"@ffff0000Notre base est capturée"
"DEBR_LOSEREASON_MORE_BASE_CAPTURED_TIMER"	"@ffff0000Le temps est écoulé. Les ennemis ont été plus efficaces pour la capture de base."
"DEBR_LOSEREASON_MORE_CARS_LEFT"	"@ffff0000Tous les alliés sont détruits."
"DEBR_LOSEREASON_MORE_CARS_LEFT_TIMER"	"@ffff0000Temps dépassé. Vous avez moins de véhicules."
"DEBR_LOSEREASON_MOST_FRAG_TIMER"	"@ffff0000Temps écoulé. Un survivant a tué plus d'ennemis."
"DEBR_LOSEREASON_OBJECTIVE_FAILED"	"Mission échouée"
"DEBR_LOSEREASON_RACE_FIRST"	"Vous avez perdu."
"DEBR_LVLUP_NEW_LVL"	"Nouveau niveau"
"DEBR_LVLUP_NEW_PARAGON_LVL"	"Nouveau niveau prestige"
"DEBR_LVLUP_NEW_PARTS"	"Nouvelles pièces en stock"
"DEBR_MEDALS_TITLE"	"AUTOCOLLANTS"
"DEBR_NEXT_STAMINA_MISSION"	" "
"DEBR_NOT_ENOUGH_GASOLINE"	"Carburant insuffisant pour faire le plein. Vous allez retourner au garage."
"DEBR_NO_DAILY_QUESTS"	"Pas de mission journalière active"
"DEBR_NO_ITEMS"	"Vous n'avez gagné suffisamment de réputation"
"DEBR_NO_MEDALS"	"Pas de stickers"
"DEBR_NO_SEASON"	"Pas de missions saisonnières actives"
"DEBR_PLATINUM_TITLE"	"CUIVRE"
"DEBR_QUEUE_EXP_PERCENT"	"Entraînement:"
"DEBR_RESULT_DEFEAT"	"Défaite"
"DEBR_RESULT_DISBAND"	"Jeu interrompu"
"DEBR_RESULT_DRAW"	"Égalité"
"DEBR_RESULT_UNFINISHED"	"Inachevé"
"DEBR_RESULT_VICTORY"	"Victoire"
"DEBR_RETURN_TO_HANGAR"	"Une autre partie va commencer automatiquement (ESC - retourner au hangar)"
"DEBR_REWARD_DEPLETED_PENALTY"	"Ce véhicule a des pièces détruites"
"DEBR_REWARD_EQUIP_BONUS"	"Équipement bonus"
"DEBR_REWARD_EXP_MEDALS"	"Autocollants gagnés"
"DEBR_REWARD_FOR_GAME"	"Bonus de jeu"
"DEBR_REWARD_FOR_WIN"	"Bonus de victoire"
"DEBR_REWARD_OBJECTIVE"	"Compléter l'objectif"
"DEBR_REWARD_SCORE"	"Score obtenu"
"DEBR_REWARD_TITLE"	"Récompense"
"DEBR_RWD_TYPE_EXP"	"Réputation"
"DEBR_RWD_TYPE_SCRAP"	"$texture name icon_Scrap_Common$"
"DEBR_SALVAGE_TITLE"	"BUTIN"
"DEBR_SCORE_ASSISTS"	"Aide à la destruction — $val$"
"DEBR_SCORE_CAPTURE"	"Capture — $val$"
"DEBR_SCORE_FIRST_DAMAGE"	"Premier dégât — $val$"
"DEBR_SCORE_KILLS"	"Destructions — $val$"
"DEBR_SCORE_LIFTING"	"Aide alliée — $val$"
"DEBR_SCORE_OBJECTIVE"	"Objectif de mission — $val$"
"DEBR_SCORE_PARTS_DETACH"	"Destruction de pièces — $val$"
"DEBR_SCORE_TOOLTIP_TITLE"	"Points totaux"
"DEBR_SCORE_TO_LOOT"	"Emportez un baril de carburant pour obtenir du carburant."
"DEBR_SCRAP_TITLE"	"FÉRAILLE (toute les 50 réputation)"
"DEBR_SEASON_QUESTS_TITLE"	"Mission saisonnières"
"DEBR_SEASON_QUESTS_TITLE_MAIN_PAGE"	"$name$ ($curVal$/$maxVal$)"
"DEBR_SEASON_TOTAL_DESC"	"Progression de la mission saisonnière"
"DEBR_STAMINA"	"Au combat"
"DEBR_TAB_QUESTS"	"Missions"
"DEBR_TAB_QUESTS_TOOLTIP"	"Progression des challenge"
"DEBR_TAB_REWARD"	"Récompense"
"DEBR_TAB_REWARD_TOOLTIP"	"Trophées récupérés et réputation"
"DEBR_TAB_STATS"	"Stats"
"DEBR_TAB_STATS_TOOLTIP"	"Résultats de la dernière bataille"
"DEBR_TIMER_TITLE"	"Prochaine bataille dans"
"DEBR_TOTAL_EXP"	"Réputation totale"
"DEBR_TOTAL_MONEY"	"Monnaie totale : "
"DEBR_TOTAL_POINTS_TITLE"	"Points recus"
"DEBR_TRACKED_ITEM"	"Morceaux de chenilles"
"DEBR_WEEKEND_EXP_PERCENT"	"Bonus XP:"
"DEBR_WINREASON_DERBY_ENEMIES_DEAD"	"Tous les ennemis sont éliminés."
"DEBR_WINREASON_ENOUGH_FRAG"	"Tous les ennemis sont détruits"
"DEBR_WINREASON_LAST_STAND"	"Vous êtes le dernier en vie."
"DEBR_WINREASON_MORE_BASE_CAPTURED"	"Base ennemie capturée."
"DEBR_WINREASON_MORE_BASE_CAPTURED_TIMER"	"Temps écoulé. Nous avons été meilleur en capture debase."
"DEBR_WINREASON_MORE_CARS_LEFT"	"Tous les ennemis sont éliminés."
"DEBR_WINREASON_MORE_CARS_LEFT_TIMER"	"Temps écoulé. Nous avons plus de véhicules."
"DEBR_WINREASON_MOST_FRAG"	"Vous avez tué le plus d'ennemis"
"DEBR_WINREASON_MOST_FRAG_TIMER"	"Temps écoulé. Vous avez tué le plus d'ennemis."
"DEBR_WINREASON_OBJECTIVE_COMPLETE"	"Objectif accompli!"
"DEBR_WINREASON_RACE_FIRST"	"Vous avez gagné"
"DEBR_WIN_REASON"	"Type de victoire : "
"DEFECTS_NOT_ALL_PARTS_AVAILABLE"	"Toutes les pièces ne sont pas disponibles. Seul les pièces en stock seront installées|Faire un remplacement partiel?"
"DEPLOY_AMMO_BURST_UNIT"	"Pcs."
"DIFFICULTY_EASY"	"Facile"
"DIFFICULTY_HARD"	"Difficile"
"DIFFICULTY_MEDIUM"	"Normal"
"disassemble_info_1"	"Vous vous en sortez bien, étranger. Quelques batailles au compteur, des pièces dans votre inventaire et vous avez encore vos bras et vos jambes! Vous voulez un conseil? Vous pouvez démonter des pièces et récupérer la ferraille. Cool, non?"
"disassemble_info_2"	"On garde souvent des pièces inutiles, mais vous pouvez les désassembler pour récupérer les matériaux. C'est un peu tard pour en parler, mais vous pouvez aussi revendre du matériel sur le marché au besoin, acheter de nouvelles pièces..."
"DISCONNECT_KICK_INSUFFICIENT_STAMINA"	"Quantité de carburant insuffisante pour démarrer une patrouille"
"DISCONNECT_KICK_NO_PARTICIPATION_IN_GAME"	"Vous avez été éjecté pour inactivité."
"DISCONNECT_MISSION_NOT_SCHEDULED"	"La mission est indisponible pour le moment."
"DMM_LOGIN_BUTTON"	"Login"
"driverswnd_faction"	"'$faction_name$' faction"
"driverswnd_level"	"Expérience :"
"driverswnd_select"	"A mettre dans une cabine"
"drivers_current"	"@ffff6600In cabine"
"driver_max_level"	"Niveau max."
"Driver_Scavengers_Desc"	"Des années dans une tourelle de char, à moitié sourd et franchement sauvage... mais il sait faire parler un canon."
"Dye_Valentine2018_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"engineers_10lvl_vehicle_Desc"	"Un véhicule pouvant être assemblé depuis les pièces de cette faction."
"engineers_10lvl_vehicle_Name"	"Apprentice"
"engineers_15lvl_vehicle_Desc"	"Un véhicule pouvant être assemblé depuis les pièces de cette faction."
"engineers_15lvl_vehicle_Name"	"Route 063"
"engineers_20lvl_vehicle_Name"	"Armadillo"
"engineers_3lvl_vehicle_Desc"	"Un véhicule pouvant être assemblé depuis les pièces de cette faction."
"engineers_3lvl_vehicle_Name"	"Viper"
"engineers_5lvl_vehicle_Desc"	"Un véhicule pouvant être assemblé depuis les pièces de cette faction."
"engineers_5lvl_vehicle_Name"	"Workhorse"
"error_BLUEPRINT_GEAR_LEVEL_EXCEEDED"	"Le plan est trop gros. Retirez les pièces supplémentaires pour l'envoyer à l'exposition."
"ERROR_CARDESIGN_GEAR_LEVEL_NOT_ENOUGH"	"Les Léviathan doivent emporter $leviathan_min_gear_level$ pièces ou plus pour pouvoir aller combattre."
"ERROR_CARDESIGN_UR_NOT_ENOUGH"	"Un Léviathan doit avoir un score de puissance de $leviathan_min_universal_rating$ ou plus pour pouvoir aller combattre."
"ERROR_CLAN_MOTD_OBSCENE"	"Message du jour inapproprié."
"ERROR_CLAN_NAME_OBSCENE"	"Nom inapproprié."
"ERROR_CLAN_TAG_OBSCENE"	"Nom inapproprié."
"ERROR_COPY_ACCOUNT_KICK"	"Vous avez été déconnecté du serveur alors que la demande de copie de données était en cours de traitement. S'il vous plaît essayez de vous connecter à nouveau."
"ERROR_PROMO_ACCOUNT_RESTRICTION"	"Certaines fonctionnalités sont désactivées dans cette démo.||Cette action n'est pas possible."
"EventBanner_name_GERMAN_CRAFT"	"KNIGHT RIDERS"
"EventBanner_name_HALLOWEEN"	"CHASSE AUX SORCIÈRES"
"EventBanner_name_SPECIAL_OFFER"	"Pack spécial"
"EventLevelRushCompleted"	"Défi accompli!"
"EventLevelRushReward"	"Récompense: $items$"
"EventNotificationWnd_craftsman"	"Fabrication"
"EventNotificationWnd_mission"	"Au combat"
"event_notification_desc_ANNIVERSARY"	"En l'honneur de l'anniversaire, nous avons préparé des défis spéciaux et des récompenses uniques. Conquérir le monde de Crossout et suivre les nouvelles du Wasteland!"
"event_notification_desc_GERMAN_CRAFT"	"Martin et son armée sont de retour dans la vallée! Ils ont rapporté beaucoup d'armes de leurs voyages et ils sont prêts à les échanger contre des thalers. Complétez simplement leurs défis.|En savoir plus sur le site web du projet."
"event_notification_desc_HALLOWEEN"	"Ivy commence la \"chasse aux sorcières\"! Jouez la mission festive avec d'autres survivants, terminez les tâches et collectez les \"friandises délicates\". Puis envoyez-les directement au \"chaudron de sorcière\" pour créer un décor spécial, comme des spays de peinture et des autocollants.|Consultez le site Web du projet pour en savoir plus."
"event_notification_desc_TANKS"	"Le jour de la victoire est arrivé à Crossout! Assurez-vous de terminer les défis festifs pour obtenir des autocollants uniques.|L'heure exacte de l'événement peut être trouvée sur le site web du projet."
"event_notification_title_HALLOWEEN"	"Joyeux Halloween!"
"ExhibitionCardWnd_Next"	"Plan suivant"
"ExhibitionCardWnd_Prev"	"Plan précédent"
"ExhibitionFindParamWnd_Parts_Params"	"Blueprint contient"
"ExhibitionFindParamWnd_PSMin"	"PS à partir de..."
"EXHIBITION_AUTHOR"	"Auteur: $name$"
"EXHIBITION_BATTLELOCK_TOOLTIP"	"Ce véhicule pourra pas rejoindre de batailles."
"EXHIBITION_DOWNLOADS"	"Téléchargements"
"EXHIBITION_DOWNLOAD_SUCCESS"	"Vous avez chargé le plan $name$. Vous pouvez le retrouver dans votre plans personnalisés."
"EXHIBITION_FILTER_RESET"	"Remettre à zéro"
"EXHIBITION_LIKES"	"Likes"
"EXHIBITION_MENU_BAN_EX_OWNER"	"Limiter l'accès"
"EXHIBITION_MENU_CHAT_LINK"	"Copier le lien"
"EXHIBITION_MENU_REMOVE"	"Retirer"
"EXHIBITION_MENU_RENAME"	"Renommer"
"EXHIBITION_MENU_REPORT"	"Reporter un abus"
"EXHIBITION_MENU_SAVE_DESIGN"	"Sauver le plan sur fichier"
"EXHIBITION_OWNED_BLUEPRINT"	"Vos plans"
"EXHIBITION_PREVIEW"	"Essai de véhicule"
"EXHIBITION_REFRESH"	"Rafraîchir"
"EXHIBITION_REMOVE_WARNING"	"Voulez vous vraiment retirer le plan dans la partie exposition?"
"EXHIBITION_RENAME_TEXT"	"Renommer le plan dans la partie exposition."
"EXHIBITION_SEARCH"	"Chercher"
"EXHIBITION_SORT"	"Classer"
"EXHIBITION_SORT_DOWNLOAD"	"Téléchargement"
"EXHIBITION_SORT_LIKED"	"Likes"
"EXHIBITION_SORT_NEW"	"Nouveau"
"EXHIBITION_TIME"	"Temps"
"EXHIBITION_TIME_ALL"	"Tout le temps"
"EXHIBITION_TIME_DAYS_7"	"Semaine"
"EXPPENALTY_TITLE"	"Pénalité de réputation"
"EXPPENALTY_TOOLTIP"	"Vous obtenez moins de réputation en bataille par pièce cassée installée sur votre véhicule."
"FactionBlueprintWnd_locked_blueprint"	"Ce plan n'est pas encore disponible. Augmentez votre réputation avec la faction “$faction$” pour débloquer l'accès."
"FactionCraftWnd_free_craftsman_no_stamina"	"Vous pouvez continuer à utiliser le plan de travail pour produire des pièces gratuites pour $time_left$. Les utilisations pré-payées seront disponibles une fois l'événement terminé."
"FactionWnd_Paragon_Info"	"Ayant atteint le niveau de réputation maximum avec une faction, vous pouvez continuer à augmenter votre niveau de prestige au-delà du plafond et obtenir une récompense à chaque fois.|Un conteneur est attribué pour chaque niveau et les pièces sont limitées."
"faction_0_Desc"	"Une organisation semi-officielle qui essaye d'aider les gens à survivre dans le nouveau monde. Ils ne recherchent pas à amasser les richesses ou à dominer une région, mais font leur mieux pour aider les plus faibles. N'attendez pas des miracles, même s'ils ont des pièces et plans intéressants."
"faction_0_Name"	"Ingénieur"
"faction_1_Desc"	"Des châssis tubulaires ultra légers, des moteurs surpuissants, des piques de partout et des crânes pour la déco, ils sont rapides et frappent fort. Leur signature? Missiles, lances explosives et shotguns énormes fabriqués à partir de mortiers."
"faction_1_Name"	"Lunatics"
"faction_2_Desc"	"Après des années sur la route à explorer les zones post-apocalyptique les plus dangereuses, les nomades se sont forgés une réputation de combattants redoutables et détachés du reste du monde. Leurs véhicules sont facilement reconnaissables, mélange de pièces d'avions et de voitures de collection."
"faction_2_Name"	"Nomads"
"faction_3_Desc"	"Une source d'objets de l'ancien monde pour les factions. Ils explorent des vieilles zones militaires, découpent les containers, démontent les usines jusqu'au dernier boulon. Ce qui fonctionne passe est distribué en interne ou vendu sur le marché noir. Le reste est réparé et installé sur leurs véhicules."
