"2STEP_AUTHORIZATION_ENABLED"	"Ваш аккаунт защищен."
"Blockpost_Post2_nomads_text"	"Если обжегся, второй раз в огонь не лезь. Большинство людей разумных так бы и поступило. Придется повторить урок для альтернативно одаренных!"
"Blockpost_Post2_nomads_text3"	"Ну как, не надоело еще разбиваться о стены блокпостов? Этот даже не последний."
"BlueprintWnd_Slots"	"Мест: $cur$/$max$"
"BlueprintWnd_Slots_Expand"	"Для увеличения количества мест на 1 требуется:"
"BLUEPRINT_ALLPARTS"	"У вас есть все нужные запчасти"
"BLUEPRINT_BUNDLE_BLUEPRINT"	"Комплекты"
"BLUEPRINT_ERASE"	"Удалить"
"BLUEPRINT_ERASE_WARNING"	"Удалить ранее сохраненный Пользовательский чертеж из этого слота?"
"BLUEPRINT_EXHIBITION"	"На выставку"
"BLUEPRINT_EXHIBITION_SEND_ERROR"	"Невозможно выставить некорректный чертеж."
"BLUEPRINT_EXHIBITION_SEND_SUCCESS"	"Ваш чертеж успешно отправлен на выставку!"
"BLUEPRINT_EXHIBITION_WARNING"	"Вы действительно хотите поделиться чертежом на выставке?"
"BLUEPRINT_FACTION_BLUEPRINT"	"Фракционные"
"BLUEPRINT_HAS_ANALOG"	"(есть аналог)"
"BLUEPRINT_LEVIATHAN"	" - @ffff7519Левиафан"
"BLUEPRINT_LOAD"	"Собрать"
"BLUEPRINT_NEEDPARTS"	"У вас не хватает некоторых деталей"
"BLUEPRINT_NEW"	"Новое"
"BLUEPRINT_NO_PARTS_WARNING"	"У вас не хватает запчастей для сборки этого чертежа, но вы можете собрать чертеж частично, используя только те детали, что у вас есть.|Внимание, сборка чертежа удалит автомобиль из текущего парковочного места.|Собрать чертеж без некоторых деталей?"
"BLUEPRINT_PREVIEW"	"Тест-драйв"
"BLUEPRINT_PURCHASE_TOOLTIP"	"Приобрести набор"
"BLUEPRINT_REWRITE_MSG"	"Чертеж в выбранном слоте будет перезаписан. Введите название нового чертежа:"
"BLUEPRINT_SAVE"	"Сохранить"
"BLUEPRINT_SAVE_MSG"	"Введите название чертежа:"
"BLUEPRINT_SAVE_TITLE"	"Сохранение чертежа"
"BLUEPRINT_SAVE_WARNING"	"Перезаписать Пользовательский чертеж, уже сохраненный в этом слоте?"
"BLUEPRINT_SUBTITLE"	"Здесь сохраняются фракционные и личные чертежи."
"BLUEPRINT_TITLE"	"Чертежи"
"BLUEPRINT_USER_BLUEPRINT"	"Сохраненные"
"BLUEPRINT_WND_DESC"	"Здесь находятся чертежи, которые можно рассмотреть, протестировать или отправить на выставку."
"Bombrun_Def_nomads_text"	"Так вы не обычные налетчики! Если хотите подорвать вышку, тщательнее защищайте свою фуру!"
"BOOSTER_BUY_AGAIN"	"Купить еще"
"BOOSTER_TITLE"	"Бустер"
"brawl_Boss_henchman"	"Макс"
"brawl_Boss_main"	"Гронч"
"BRIEFING_LADDER_RATING"	"Рейтинг: $val$"
"BRIEFING_PRIZE_CONDITION_DESC"	"Чтобы успешно завершить бой займите с 1 по $minPlace$ место."
"BRIEFING_QUEST_COUNT_TITLE"	"Успешных боев для получения награды:"
"BRIEFING_TIMER_TITLE"	"До начала:"
"BRIEFING_UR"	"ОМ"
"BTN_NA"	"Недоступно"
"BT_Bundle_Desc"	"- Уникальный бронемобиль «Шустрик»|- Баллончик с краской «Шаблон: Абориген»|- Портрет героя «Крепкий орешек»"
"BT_Bundle_Name"	"Награда участника Боевого Тестирования"
"Bundle_14feb_18_Desc"	"- Уникальный бронемобиль «Гарцующий пони»|- Оружие: автоматическая пушка «АП43 Рапира» и пулемет «6П5-4 Вектор»|- Уникальная кабина «Жокей»|- Специальные колеса «Жеребец» и «Жеребец (пов.)»|- Уникальный портрет героя «Бонни»|- Уникальная наклейка «Быстрый и мертвый»|- Баллончик с уникальной краской «Леденец»|- Увеличение количества используемых деталей до 55|- 1000 внутриигровых монет"
"Bundle_14feb_18_womoney_Desc"	"- Уникальный бронемобиль «Гарцующий пони»|- Оружие: автоматическая пушка «АП43 Рапира» и пулемет «6П5-4 Вектор»|- Уникальная кабина «Жокей»|- Специальные колеса «Жеребец» и «Жеребец (пов.)»|- Уникальный портрет героя «Бонни»|- Уникальная наклейка «Быстрый и мертвый»|- Баллончик с уникальной краской «Леденец»|- Увеличение количества используемых деталей до 55"
"Bundle_Advertising_to_shop"	"Купить"
"BUNDLE_ADVERTISING_WND_TITLE"	"Выживший, не пропусти $name$"
"bundle_alienware_Vehicle_Desc"	"Машина, идеально подходящая для новичка в Пустошах. Легкая и маневренная. Три пулемета «П-54М Аккорд» отлично подходят для поражения уязвимых частей и позволяют быстро уничтожить врага на средней дистанции."
"bundle_alienware_Vehicle_Name"	"Alien"
"bundle_already_purchased"	"ПРИОБРЕТЕНО"
"Bundle_ambulance_desc"	"- Уникальный бронемобиль «Последняя помощь»|- Оружие: эпическая автопушка «АП72 Вихрь»|- Уникальная редкая кабина «Хот-род»|- Уникальный гудок «Мигалка скорой»|- Уникальные конструкционные детали «Хот-Род»|- Уникальный портрет героя «Мортус»|- Уникальная наклейка «Змеиный яд»|- Баллончик с краской «Чума»|- Увеличение количества используемых деталей до 55|- 1500 внутриигровых монет"
"Bundle_ambulance_womoney_desc"	"- Уникальный бронемобиль «Последняя помощь»|- Оружие: эпическая автопушка «АП72 Вихрь»|- Уникальная редкая кабина «Хот-род»|- Уникальный гудок «Мигалка скорой»|- Уникальные конструкционные детали «Хот-Род»|- Уникальный портрет героя «Мортус»|- Уникальная наклейка «Змеиный яд»|- Баллончик с краской «Чума»|- Увеличение количества используемых деталей до 55"
"Bundle_boar_desc"	"- Уникальный бронемобиль «Кабан»|- Оружие: два редких дробовика «Кувалда»|- Уникальная кабина «Бивень», наносящая урон при столкновениях|- Уникальный портрет героя «Зверобой»|- Уникальная наклейка «Взгляд зверя»|- Баллончик с уникальной краской «Скальп кабана»|- Увеличение количества используемых деталей до 55|- 1000 внутриигровых монет"
"Bundle_boar_womoney_desc"	"- Уникальный бронемобиль «Кабан»|- Оружие: два редких дробовика «Кувалда»|- Уникальная кабина «Бивень», наносящая урон при столкновениях|- Уникальный портрет героя «Зверобой»|- Уникальная наклейка «Взгляд зверя»|- Баллончик с уникальной краской «Скальп кабана»|- Увеличение количества используемых деталей до 55"
"Bundle_cbt_1_console_Desc"	"- Уникальный скоростной бронемобиль «Железный коготь»|- Оружие: автоматическая пушка «АП43 Рапира», 20 мм|- Уникальный портрет героя «Шаман воздуха»|- Баллончики с краской: «Материал: Алюминий», «Шаблон: Молния»|- 1000 внутриигровых монет"
"Bundle_cbt_1_founders_Desc"	"- Уникальный скоростной бронемобиль «Огненный коготь»|- Оружие: автоматическая пушка «АП43 Рапира», 20 мм|- Уникальный портрет героя «Шаман воздуха»|- Баллончики с краской: «Лава», «Алюминий», «Молния»|- 1500 внутриигровых монет"
"Bundle_cbt_1_founders_Name"	"Набор основателя — Огненная птица"
"Bundle_cbt_2_console_Desc"	"- Уникальный укрепленный бронемобиль «Фенрир»|- Оружие: автоматическая пушка «АП72 Вихрь», 25 мм|- Уникальная кабина «Ярость»|- Уникальный портрет героя «Вотан»|- Баллончики с красками: «Шаблон: Пламя», «Материал: Карбон»|- 1500 внутриигровых монет"
"Bundle_cbt_3_console_Desc"	"- Уникальный тяжелый бронемобиль «Бродяга»|- Оружие: пушка «Палач 88мм»|- Уникальная кабина «Медведь»|- Уникальный портрет героя «Выживший»|- Баллончики с красками: «Шаблон: Цифровая пустыня», «Мираж металлик»|- 2650 внутриигровых монет"
"Bundle_cbt_3_founders_Desc"	"- Уникальный тяжелый бронемобиль «Черепаха»|- Оружие: пушка «Палач 88мм»|- Уникальная кабина «Медведь»|- Уникальный портрет героя «Выживший»|- Баллончики с красками: «Черепаха», «Мираж металлик», «Цифровая пустыня»|- 4000 внутриигровых монет"
"Bundle_cbt_3_founders_Name"	"Набор основателя — Черепаха"
"Bundle_cbt_4_console_Desc"	"- Уникальный гусеничный бронемобиль «Выживший»|- Оружие: башенная пушка «ЗИС-34 Толстяк», пулемет «П-54М Аккорд»|- Уникальная кабина «Панцирь»|- Уникальный портрет героя «Танкист»|- Баллончики с красками: «Материал: Кварц», «Шаблон: Блуждающий огонь»|- 3400 внутриигровых монет"
