"2STEP_AUTHORIZATION_ENABLED"	"บัญชีของคุณได้รับการรักษาความปลอดภัยแล้ว"
"PARTTYPE_20_48_Plazma"	"Plasma emitter"
"PARTTYPE_20_49_Tesla"	"Tesla cannon"
"PARTTYPE_20_50_CannonFrontal"	"Cannon"
"PARTTYPE_20_55_Howitzer"	"Howitzer"
"PARTTYPE_20_60_Cannon"	"Turret cannon"
"PARTTYPE_20_70_GrenadeLauncher"	"Grenade launcher"
"PARTTYPE_20_75_Flamethrower"	"Flamethrower"
"PARTTYPE_20_80_CourseMissile"	"Unguided rocket"
"PARTTYPE_20_85_CourseMissileBurst"	"Unguided rockets"
"PARTTYPE_20_85_GuidedMissile"	"Guided missile"
"PARTTYPE_20_90_HomingMissile"	"Homing missile"
"PARTTYPE_20_90_Minelayer"	"Minelayer"
"PARTTYPE_20_95_HomingMissileBurst"	"Homing missile volley"
"PARTTYPE_20_97_Railgun"	"Pulse accelerator"
"PARTTYPE_20_mechanics_van"	"Van part"
"PARTTYPE_22_MeleeActive"	"Melee weapon"
"PARTTYPE_23_MeleeExplosive"	"Explosives"
"PARTTYPE_30_10_PassiveModule_Engine"	"Engine"
"PARTTYPE_30_20_PassiveModule_Generator"	"Generator"
"PARTTYPE_30_30_PassiveModule_Ammo"	"Ammunition"
"PARTTYPE_30_40_PassiveModule_Fuel"	"Fuel"
"PARTTYPE_30_50_PassiveModule_Cooler"	"Cooling module"
"PARTTYPE_30_60_PassiveModule_Radar"	"Radar"
"PARTTYPE_30_70_PassiveModule_Radio"	"Radio"
"PARTTYPE_30_PassiveModule"	"Passive module"
"PARTTYPE_30_vagabonds_avia"	"Plane part"
"PARTTYPE_35_10_ActiveModule_Stealth"	"Stealth"
"PARTTYPE_35_20_ActiveModule_Turret"	"Turret"
"PARTTYPE_35_30_ActiveModule_Drone"	"Drone"
"PARTTYPE_35_35_ActiveModule_WheelDrone"	"Wheel drone"
"PARTTYPE_35_40_ActiveModule_Nitro"	"Booster"
"PARTTYPE_35_50_ActiveModule_Aim"	"Visor"
"PARTTYPE_35_vagabonds_hotrod"	"Hot rod part"
"PARTTYPE_38_SpecialModule"	"Special module"
"PARTTYPE_39_CouplingModule"	"Coupling module"
"PARTTYPE_40_10_Wheel"	"Wheel"
"PARTTYPE_40_20_WheelSteering"	"Steering wheel"
"PARTTYPE_40_30_Track"	"Track"
"PARTTYPE_40_31_Shnek"	"Auger"
"PARTTYPE_40_40_Hover"	"Hover"
"PARTTYPE_40_50_MechaLeg"	"Mechanical leg"
"PARTTYPE_40_scavengers_truck"	"Container scrap"
"PARTTYPE_45_scavengers_pipes"	"Barrels and slopes"
"PARTTYPE_48_military_apc"	"APC part"
"PARTTYPE_50_10_StructureFrame"	"Frame part"
"PARTTYPE_50_15_frenzied_armor"	"Buggy part"
"PARTTYPE_50_20_mechanics_van"	"Van part"
"PARTTYPE_50_20_StructureArmor"	"Armor"
"PARTTYPE_50_20_StructureSolid"	"Structural part"
"PARTTYPE_50_23_mechanics_angle"	"Joint"
"PARTTYPE_50_25_mechanics_muscle"	"Torino part"
"PARTTYPE_50_30_Finisher"	"Exterior part"
"PARTTYPE_50_30_vagabonds_avia"	"Plane part"
"PARTTYPE_50_35_vagabonds_hotrod"	"Hot Rod part"
"PARTTYPE_50_40_MeleeAttack"	"Defence bumper"
"PARTTYPE_50_40_MeleeBumper"	"Bumper"
"PARTTYPE_50_40_MeleeDefence"	"Attack bumper"
"PARTTYPE_50_40_scavengers_truck"	"Container scrap"
"PARTTYPE_50_45_scavengers_pipes"	"Pipes"
"PARTTYPE_50_48_military_apc"	"APC part"
"PARTTYPE_50_50_MeleePassive"	"Passive melee weapon"
"PARTTYPE_50_80_MeleeBumper"	"Bumper"
"PARTTYPE_50_82_MeleePassive"	"Passive melee weapon"
"PARTTYPE_50_MeleePassive"	"Melee weapon"
"PARTTYPE_60_10_Decorum"	"Appearance"
"PARTTYPE_60_20_RoadSign"	"Sign"
"PARTTYPE_60_30_CarHorn"	"แตร"
"PARTTYPE_60_40_CarLights"	"Headlights"
"PARTTYPE_60_59_Eraser"	"Paint. Eraser"
"PARTTYPE_60_60_Dye"	"Dye"
"PARTTYPE_60_Decorum"	"Appearance"
"PARTTYPE_60_generic_armor"	"Armor plates"
"PARTTYPE_70_0_Eraser"	"Paint. Eraser"
"PARTTYPE_70_10_Pattern"	"Paint. Pattern"
"PARTTYPE_70_10_Skins"	"Customization"
"PARTTYPE_70_20_Material"	"Paint. Material"
"PARTTYPE_70_29_Eraser"	"Paint. Eraser"
"PARTTYPE_70_30_Dye"	"Dye"
"PARTTYPE_70_Dye"	"Dye"
"PARTTYPE_70_unavailable"	"ไม่มีไอเทม"
"PARTTYPE_85_skins"	"Customization kit"
"PARTTYPE_88_Piece"	"Component"
"PARTTYPE_90_Consumable"	"Consumable"
"PARTTYPE_95_ResourcePack"	"Resource"
"PARTTYPE_ActiveModule"	"Active module"
"PARTTYPE_decoration_fireworks"	"Fireworks"
"PARTTYPE_structure_mechanics_muscle"	"Torino part"
"PARTTYPE_structure_scavengers_pipes"	"Pipes"
"PARTTYPE_structure_supercar"	"Corrida part"
"PARTTYPE_weapon_prototype"	"อาวุธต้นแบบ ไม่ใช่สำหรับผู้เล่น!"
"PERK_ACCURATE_SHOOTER_DESC"	"หากโจมตีเข้าเป้า จะเพิ่มพลังทำลายของอาวุธ $perk_damage_mul$% เป็นเวลา $perk_time$ วินาที สะสมได้ถึง {$max_stack$;ครั้ง;ครั้ง} จะถูกรีเซ็ตเมื่อโจมตีพลาด"
"Perk_AimSpeedMul_Desc"	"เล็งเร็วขึ้น $spread_dec_mul$%"
"Perk_AimSpeedMul_Name"	"Aim time"
"Perk_AmmoMul_Desc"	"ประสิทธิภาพของโมดูลเพิ่มขึ้น 40%"
"Perk_AmmoMul_Name"	"Cartridge box"
"Perk_Ammo_Desc"	"กระสุนสำรองเพิ่มขึ้น $ammo_mul$%"
"Perk_Ammo_Name"	"More ammo"
"PERK_AMMO_REFUND_DESC"	"ทุกๆ $max_stack$ ของการโจมตีเข้าเป้า จะได้รับกระสุนสำรองกลับมา"
"PERK_AMMO_REFUND_MAMMOTH_DESC"	"การโจมตีเข้าเป้าในแต่ละครั้ง จะได้รับกระสุนสำรองกลับมา"
"PERK_Anti_Dynamo_Biggun_DESC"	"เมื่ออยู่กับที่เป็นเวลา $perk_param$ วินาที พลังทำลายจะเพิ่มขึ้น $perk_damage_mul$% สะสมได้ถึง {$max_stack$;ครั้ง;ครั้ง}"
"PERK_Armor_Piercing_120mm_DESC"	"ยิงกระสุนเจาะทะลวงเกราะ $projectile_piercing_strength$ พ้อยท์ หรือ $projectile_piercing_depth$ ซ.ม. ของเกราะ"
"PERK_Armor_Piercing_DESC"	"ยิงกระสุนเจาะทะลวงเกราะ $projectile_piercing_strength$ พ้อยท์ หรือ $projectile_piercing_depth$ ซ.ม. ของเกราะ"
"perk_atgm_desc"	"สามารถควบคุมทิศทางของมิสไซล์ได้"
"Perk_BlastDamage_Desc"	"พลังทำลายเพิ่มขึ้น $blast_damage_mul$%"
"Perk_BlastDamage_Name"	"Explosive"
"Perk_BlastRadius_Desc"	"รัศมีแรงระเบิดเพิ่มขึ้น $blast_radius_mul$%"
"Perk_BlastRadius_Name"	"Incendiary"
"PERK_BLOODTHIRSTY_DESC"	"เมื่อกำจัดศัตรูด้วยอาวุธนี้ พลังทำลายของอาวุธจะเพิ่มขึน $perk_damage_mul$% เป็นเวลา $perk_time$ วินาที สะสมได้ถึง {$max_stack$;ครั้ง;ครั้ง}"
"Perk_BoostMul_Desc"	"อัตราเร่งเพิ่มขึ้น $boost_value_mul$%"
"Perk_BoostMul_Name"	"Light"
"Perk_BoundItem_Desc"	"ไอเทมไม่สามารถซื้อขายได้"
"Perk_BoundItem_Name"	"Not for sale"
"Perk_BoundStartItem_Name"	"Starter item, not for sale"
"Perk_BulletDamage_Desc"	"พลังทำลายเพิ่มขึ้น $damage_mul$%"
"Perk_BulletDamage_Name"	"Dangerous"
"perk_burning_earth_desc"	"เมื่อเกิดการระเบิดจะปล่อยสารไวไฟและสร้างความเสียหายกับเป้าหมายทั้งหมด"
"PERK_Camper_DESC"	"เมื่อหยุดอยู่กับที่ จะเพิ่มความเร็วในการเล็งกับอาวุธทุกชนิด $spread_stat_dec_mul$%"
"Perk_CarHealth_Desc"	"HP รถเพิ่มขึ้น $car_health_mul$%"
"Perk_CarHealth_Name"	"Armored"
"PERK_Chassis_Hover_DESC"	"ลอยอยู่เหนือพื่นผิว จะไม่กระแทกกับพื้นและสามารถป้องกันการพลิกคว่ำได้สูงมาก"
"PERK_Chassis_Mecha_Leg_DESC"	"ลดแรงถีบของอาวุธและเพิ่มการต้านทานอาวุธพลังงาน $impulse_resistance_mul$%"
"PERK_Chassis_Shnek_DESC"	"สามารถเคลื่อนที่ไปด้านข้างและสร้างความเสียหายแก่ศัตรู"
"PERK_Chassis_Track_DESC"	"เพิ่มความต้านทานต่อความเสียหายจากอาวุธปืนและการยึดเกาะที่ดีเยี่ยม"
"PERK_ConstructionBonus_DESC"	"@ffffffffรถ HP เพิ่มขึ้น$cabin_health$"
"Perk_Cooldown_Desc"	"คูลดาวน์ของโมดูลลดลง $cooldown_mul$%"
"Perk_Cooldown_Name"	"Water-cooled"
"perk_Cooler_SpeedCooldown_desc"	"ยิ่งเคลื่อนที่ช้ามากเท่าไหร่ ก็จะเพิ่มโบนัสทำให้อาวุธเย็นตัวเร็วขึ้น มีผลสูงสุดที่ $heat_dec_low_speed$% 0 กม./ชม."
"PERK_Course_Cabin_DESC"	"ความเสียหายของอาวุธที่มีองศาการหมุนจำกัดเพิ่มขึ้น $nonrotated_weapon_damage_mul$%"
"Perk_CritTonnageMul_Desc"	"น้ำหนักสูงสุดของรถเพิ่มขึ้น $critical_mass_mul$%"
"Perk_CritTonnageMul_Name"	"Hauler"
"Perk_DeathBlastDamage_Desc"	"ความแรงของการระเบิดลดลง $death_blast_damage_mul$%"
"Perk_DeathBlastDamage_Name"	"Safe"
"Perk_DeathBlastRadius_Desc"	"ระยะของการระเบิดลดลง $death_blast_radius_mul$%"
"Perk_DeathBlastRadius_Name"	"Sealed"
"Perk_DetailCritTonnageMul_Desc"	"น้ำหนักสูงสุดเพิ่มขึ้น $critical_mass_add_mul$%"
"Perk_DetailCritTonnageMul_Name"	"Carrier"
"Perk_DetailHealth_Desc"	"ชิ้นส่วนมี HP เพิ่มขึ้น $health_mul$%"
"Perk_DetailHealth_good_Name"	"Welded"
"Perk_DetailHealth_great_Name"	"Heavy-duty"
"Perk_DetailHealth_Name"	"Reinforced"
"Perk_DetailHealth_normal_Name"	"Treated"
"Perk_DetailHealth_weak_Name"	"Patched"
"Perk_DetailTonnageMul_Desc"	"เพิ่มน้ำหนักที่แบกรับได้ $tonnage_add_mul$%"
"Perk_DetailTonnageMul_Name"	"'Mule'"
"Perk_DroneDamageMul_Desc"	"พลังทำลายของ Drone เพิ่มขึ้น $deploy_damage_mul$%"
"Perk_DroneDamageMul_Name"	"Dangerous"
"Perk_DroneHPMul_Desc"	"โดรน HP เพิ่มขึ้น $deploy_health_mul$%"
"Perk_DroneHPMul_Name"	"Strengthened"
"PERK_ELECTRO_DESC"	"เมื่อรถเคลื่อนที่ทุกๆ $perk_param$ เมตร พลังทำลายจะเพิ่มขึ้น $perk_damage_mul$% สะสมได้ถึง {$max_stack$;ครั้ง;ครั้ง}"
"PERK_ELECTRO_LANCE_DESC"	"เมื่อรถเคลื่อนที่ทุกๆ $perk_param$ เมตร พลังทำลายจะเพิ่มขึ้น $perk_damage_mul$% สะสมได้ถึง {$max_stack$;ครั้ง;ครั้ง}"
"PERK_Engine_ExplodingPower_DESC"	"ใช้พลังงานอย่างน้อย 1 พอยท์ เมื่อถูกทำลายจะระเบิดและสร้างความเสียหาย $death_blast_damage$ ในระยะ $death_blast_radius$ ม."
"PERK_Engine_ShootingCooldownSpeed_DESC"	"ความเร็วของรถจะเพิ่มความเร็วการรีโหลดอาวุธและมิสไซล์ มีผลสูงสุด $shooting_cooldown_mul_high_speed$% ที่ 80 กม."
"PERK_Engine_WeaponModulesCooldown_DESC"	"ความเร็วในการรีโหลดของอาวุธ, มิสไซล์, โมดูล, ป้อมปืนและโดรนเพิ่มขึ้น $shooting_cooldown_mul$%"
"PERK_EVISCERATOR_HARVESTER_DESC"	"พลังทำลายเพิ่มขึ้น $perk_damage_mul$% ทุกวินาที สะสมได้ถึง {$max_stack$;ครั้ง;ครั้ง}"
"PERK_Firing_Resists_DESC"	"เพิ่มความต้านทานความเสียหาย สกิลจะถูกยกเลิกเมื่อมีการใช้งานอาวุธ"
"perk_Flamethrower_light_desc"	"สามารถปล่อยเปลวไฟได้เป็นเวลานาน"
"PERK_Hammerfall_duckface_fake_DESC"	"ขอบเขตการกระจายเป็นรูปวงรีแนวนอน"
"Perk_HeatDec_Desc"	"ประสิทธิภาพของโมดูลเพิ่มขึ้น $heat_dec_mul_mul$%"
"Perk_HeatDec_Name"	"Cryo-cooled"
"Perk_HeatMax_Desc"	"ประสิทธิภาพของโมดูลเพิ่มขึ้น $heat_inc_mul_mul$%"
"Perk_HeatMax_Name"	"Thermostable"
"perk_homing_desc"	"มิสไซล์ติดตามที่ล็อคเป้าหมายกับศัตรูที่ใกล้ที่สุดและจะปรับวิถีการบินให้สอดคล้องกับตำแหน่งเป้าหมาย"
"PERK_Homing_Laser_DESC"	"มิสไซล์นำวิถีโดยเลเซอร์และจะพุ่งไปหาเป้าหมายที่เล็งไว้"
"Perk_InfravisionRadius_Desc"	"รัศมีการตรวจจับศัตรูหลังที่กำบังเพิ่มขึ้น $infravision_radius_mul$%"
"Perk_InfravisionRadius_Name"	"Full range"
"PERK_Invulnerable_Cabin_DESC"	"หากรถไม่ได้รับความเสียหายเป็นเวลา $perk_time$ วินาที อาวุธจะมีพลังทำลายสูงขึ้น $perk_damage_mul$%"
"perk_Last_bullet_desc"	"กระสุนนัดสุดท้ายของแม็ก สร้างความเสียหาย 200%"
"perk_Lazer_CALCINATION_desc"	"เมื่อชิ้นส่วนรถของศัตรูมีความร้อนสูงขึ้นจากการถูกโจมตี ศัตรูจะได้รับความเสียหายมากกว่า 100% ขึ้นกับค่าความร้อนที่สะสมไว้"
