"2STEP_AUTHORIZATION_ENABLED"	"您的帳號受到保護"
"Perk_BulletDamage_Name"	"危險人物"
"perk_burning_earth_desc"	"爆炸後會留下一灘燃燒的液體，對經過的目標造成傷害。"
"PERK_BURST_SHOOTER_DESC"	"如果所有的拋射彈射彈擊中目標，就會對敵人的座艙造成額外傷害"
"PERK_Camper_DESC"	"非移動狀態下，所有武器的精確瞄準所用時間減少$spread_stat_dec_mul$%。"
"Perk_CarHealth_Desc"	"載具耐久度提升$car_health_mul$%"
"Perk_CarHealth_Name"	"裝甲專精"
"PERK_Chassis_Hover_DESC"	"懸浮於地面，無視保險杠，幾乎不會翻車。"
"PERK_Chassis_Mecha_Leg_DESC"	"減少武器後坐力，對衝擊力的抗性提升$impulse_resistance_mul$%。"
"PERK_Chassis_Shnek_DESC"	"可以向橫向移動並對敵方戰車造成傷害。"
"PERK_Chassis_Track_DESC"	"對熱兵器傷害抗性提升，擁有極佳的抓地力。"
"PERK_ConstructionBonus_DESC"	"@ffffffff載具耐久度提高$cabin_health$"
"Perk_Cooldown_Desc"	"模組使用的冷卻時間減少$cooldown_mul$%"
"Perk_Cooldown_Name"	"水冷設備"
"perk_Cooler_SpeedCooldown_desc"	"移動速度越慢，冷卻加成越高，靜止時效果最高。"
"PERK_Course_Cabin_DESC"	"固定射界武器傷害提升$nonrotated_weapon_damage_mul$%。"
"Perk_CritTonnageMul_Desc"	"最大載重量提高$critical_mass_mul$%"
"Perk_CritTonnageMul_Name"	"拖車專精"
"Perk_DeathBlastDamage_Desc"	"爆炸威力降低$death_blast_damage_mul$%"
"Perk_DeathBlastDamage_Name"	"安全第一"
"Perk_DeathBlastRadius_Desc"	"爆炸範圍降低$death_blast_radius_mul$%"
"Perk_DeathBlastRadius_Name"	"完美密封"
"Perk_DetailCritTonnageMul_Desc"	"最大載重量提高$critical_mass_add_mul$%"
"Perk_DetailCritTonnageMul_Name"	"載重專精"
"Perk_DetailHealth_Desc"	"部件耐久度提升$health_mul$%"
"Perk_DetailHealth_good_Name"	"焊接專精"
"Perk_DetailHealth_great_Name"	"重任在身"
"Perk_DetailHealth_Name"	"重新加固"
"Perk_DetailHealth_normal_Name"	"精細操作"
"Perk_DetailHealth_weak_Name"	"專業修理"
"Perk_DetailTonnageMul_Desc"	"載重量增加$tonnage_add_mul$%"
"Perk_DetailTonnageMul_Name"	"\"騾馬\""
"Perk_DroneDamageMul_Desc"	"無人機傷害提升$deploy_damage_mul$%"
"Perk_DroneDamageMul_Name"	"極度危險"
"Perk_DroneHPMul_Desc"	"無人機耐久度提升$deploy_health_mul$%"
"Perk_DroneHPMul_Name"	"強化專精"
"PERK_ELECTRO_DESC"	"載具每行進$perk_param$米，下一次射擊的傷害就增加$perk_damage_mul$%。最多可疊加{$max_stack$;次;次}。"
"PERK_ELECTRO_LANCE_DESC"	"載具每移動$perk_param$米，下一次命中的傷害增加$perk_damage_mul$%。最多可疊加{$max_stack$;次;次}。"
"PERK_Engine_ExplodingPower_DESC"	"電量消耗降低1點，但爆炸時在2米範圍內造成400點傷害。"
"PERK_Engine_ShootingCooldownSpeed_DESC"	"隨車速提升可以逐步縮短武器和導彈的冷卻速度。在車速80kph時達到最大效果30％。"
"PERK_Engine_WeaponModulesCooldown_DESC"	"武器及功能模組冷卻速度提升$shooting_cooldown_mul$%"
"PERK_EVISCERATOR_HARVESTER_DESC"	"碰撞持續時間每增加1秒，傷害增加$perk_damage_mul$%。|最多可疊加{$max_stack$;次;次}。"
"PERK_Firing_Resists_DESC"	"提升傷害抵抗。|開火時該特效失效。"
"perk_Flamethrower_light_desc"	"可長時間噴射火焰，造成持續傷害。"
"PERK_Hammerfall_duckface_fake_DESC"	"彈片散佈區域呈橢圓形。"
"Perk_HeatDec_Desc"	"組件效果提升$heat_dec_mul_mul$%"
"Perk_HeatDec_Name"	"低溫冷卻"
"Perk_HeatMax_Desc"	"模組效果提升$heat_inc_mul_mul$%"
"Perk_HeatMax_Name"	"抗高溫"
"perk_homing_desc"	"追蹤導彈會跟蹤准心周圍最近的目標，並自動調整飛行軌跡。"
"PERK_Homing_Laser_DESC"	"該導彈由鐳射制導，始終朝準星方向飛行"
"Perk_InfravisionRadius_Desc"	"探測範圍提升$infravision_radius_mul$%"
"Perk_InfravisionRadius_Name"	"全領域射擊"
"PERK_Invulnerable_Cabin_DESC"	"如果戰車在$perk_time$秒內未受到傷害， 則能量武器傷害提升$perk_damage_mul$%。"
"perk_Last_bullet_desc"	"彈匣中最後的子彈造成的傷害提高200％"
"perk_Lazer_CALCINATION_desc"	"加熱擊中的部件，根據累積效果可提高對該部件傷害，最高100%。"
"PERK_LONG_RANGE_DESC"	"距離目標越遠，傷害越高。|射擊距離目標每提升100米，傷害增加$perk_damage_mul$%"
"perk_MachineGun_penetration_desc"	"拋射彈穿透長達1米的裝甲"
"Perk_MaxRange_Desc"	"最大範圍提升$max_range_mul$%"
"Perk_MaxRange_Name"	"額外射程"
"Perk_MaxSpreadMul_Desc"	"武器散射降低$spread_stat_max_mul$%"
"Perk_MaxSpreadMul_Name"	"穩定專精"
"perk_MechaLeg_Cabin_desc"	"機械腿最大速度提升40%。"
"PERK_Melee_Cabin_DESC"	"近戰武器傷害提升$saw_damage_mul$%。"
"PERK_Melee_Engine_ModulesCooldown_DESC"	"功能模組、可部署炮塔及無人機冷卻速度提高20%。"
"PERK_Melee_Engine_WeaponCooldown_DESC"	"武器及導彈裝彈速度提高20%。"
"perk_nurs_desc"	"無控導彈的彈道呈抛物線，配備有近距離感測器，接近目標時就會爆炸"
"Perk_OptimalRange_Desc"	"精准射擊距離提升$optimal_range_mul$%"
"Perk_OptimalRange_Name"	"鷹眼"
"PERK_OVERCHARGE_DESC"	"開火時間越長，傷害越高。無干擾射擊$perk_time$秒後傷害提升$perk_damage_mul$%"
"PERK_PIERCING_DESC"	"炮彈最多可擊穿2米厚的裝甲，傷害略微降低"
"PERK_POWER_EXHAUST_AMMOBELT_DESC"	"每射擊$max_stack$次，有$perk_param$%機率使敵人的武器$spell_duration$秒內無法旋轉。"
"PERK_POWER_EXHAUST_DESC"	"命中後有較低機率使敵方武器暫時無法轉向"
"PERK_POWER_PIERCING_AMMOBELT_DESC"	"每疊加$max_stack$次後，子彈附加穿甲效果，最多可穿透2米厚的裝甲。"
"Perk_Pusher_Crossbow_desc"	"這把巨弩的威力不容小覷。"
"Perk_RadarRadius_Desc"	"雷達範圍提升$radar_radius_mul$%"
"Perk_RadarRadius_Name"	"\"M\"型天線"
"perk_Radiator_SpeedCooldown_desc"	"速度越快，效果越好，最大效果為 $heat_inc_high_speed$% 30公里/小時"
"Perk_RadioRadius_Desc"	"與隊友共用情報的範圍增加$radio_radius_mul$%"
"Perk_RadioRadius_Name"	"精准專精"
"Perk_RechargeSpeedMul_Desc"	"彈藥裝填時間減少$shooting_cooldown_mul$%"
"Perk_RechargeSpeedMul_Name"	"快速填裝"
"Perk_RecoilImpulse_dec_Desc"	"後坐力降低$recoil_impulse_mul$%"
"Perk_RecoilImpulse_dec_Name"	"減震專精"
"PERK_ReputationBonus_DESC"	"獲得的榮譽點數提高$exp_reward_bonus$%。"
"Perk_RotSpeed_Desc"	"武器轉向速度提升$rot_speed_mul$%"
"Perk_RotSpeed_Name"	"\"衝刺\""
"Perk_SawDamage_Desc"	"傷害提升$saw_damage_mul$%"
"Perk_SawDamage_Name"	"加固鏈鋸"
"Perk_ScopeMul_Desc"	"放大倍率提高"
"Perk_ScopeMul_Name"	"戰隼"
"perk_Self_shooting_cooldown_desc"	"你的車速越高，武器重新裝載彈藥裝的速度就越快|最大效率：80公里/小時 增加20％"
"perk_SmartWeapon_desc"	"自動攻擊射程內的敵人。"
"PERK_SPEEDUP_SHOOTER_DESC"	"擊中敵人後，彈藥填裝速度提高$perk_param$秒。"
"perk_Syfy_SniperVisor_desc"	"集成感測器，可高亮顯示敵方戰車上的易爆模組。"
"PERK_Technology_DESC"	"所有模組的使用冷卻時間降低$skill_cooldown_mul$%。"
"perk_Tesla_EXHAUSTION_desc"	"每次擊中目標，可降低目標移動速度及彈藥填裝速度50%，持續1秒鐘。"
"Perk_TonnageMul_Desc"	"載具載重量增加$tonnage_mul$%"
"Perk_TonnageMul_Name"	"額外承重"
"Perk_TurretDamageMul_Desc"	"炮塔傷害提升$deploy_damage_mul$%"
"Perk_TurretDamageMul_Name"	"增幅器"
"Perk_TurretHPMul_Desc"	"炮塔耐久度提升$deploy_health_mul$%"
"Perk_TurretHPMul_Name"	"耐久專精"
"Perk_WeaponHeatDec_Desc"	"冷卻時間降低$heat_dec_mul$%"
"Perk_WeaponHeatDec_Name"	"冷卻專精"
"Perk_WeaponHeatMax_Desc"	"提升武器使用時間$heat_max_mul$%直到過熱無法使用 （時間越長，武器每次持續使用的時間越久）"
"Perk_WeaponHeatMax_Name"	"耐熱裝置"
"Perk_WorkTime_Desc"	"可主動使用的元件持續時間提升$work_time_mul$%"
"Perk_WorkTime_Name"	"完全充能"
"pic_alfa_reward_Name"	"\"阿爾法\"顏料"
"pic_AlienSkin_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_AlienSkin_Name"	"圖案：幻光"
"pic_AmbulanceWhite_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"Pic_australia1_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"Pic_australia1_Name"	"圖案：土著"
"Pic_australia2_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"Pic_australia2_Name"	"圖案：南方"
"pic_BloodHand_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_BloodHand_Name"	"血手"
"pic_BoarFur_desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_BulletRust_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_BulletRust_Name"	"金屬疲勞"
"pic_BulletRust_Piece_desc"	"用於製作噴漆\"金屬疲勞\"的碎片"
"pic_BulletRust_Piece_name"	"噴漆\"金屬疲勞\"碎片"
"pic_CamouflageDesert_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_CamouflageDesert_Name"	"圖案：數字沙漠"
"Pic_CamouflageMark_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_CamouflageSlave1_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"Pic_CamouflageWolfFlag_Desc"	"野戰軍標誌性迷彩。"
"Pic_CamouflageWolfFlag_Name"	"迷彩：荒原"
"pic_chameleon_Tribal01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_chameleon_Tribal01_Name"	"火焰蜥蜴"
"pic_CheckerTaxi_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_CheckerTaxi_Name"	"的士"
"pic_CrashTest01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_CrashTest01_Name"	"材質：實驗模型"
"pic_CrashTest01_Piece_desc"	"用於製作裝飾品\"實驗模型\"的碎片。"
"pic_CrashTest01_Piece_name"	"噴漆\"實驗模型\"碎片"
"pic_CrashTest02_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_CrashTest02_Name"	"材質：碰撞測試"
"pic_Electric01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_Electric01_Name"	"圖案：閃電"
"pic_EtnoPattern_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_EtnoPattern_Name"	"圖案：圖騰"
"pic_Flames01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_Flames01_Name"	"圖案：烈焰"
"pic_FleurDeLys01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_FleurDeLys01_Name"	"鳶尾花"
"pic_Football01_Desc"	"鋼鐵錦標賽風格的噴漆和圖案，可以應用於大多數部件"
"pic_Gingerbread01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_Gingerbread01_Name"	"節日味道"
"pic_GoldTiger_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_GoldTiger_Name"	"金色虎紋"
"pic_JailScratches01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_JailScratches01_Name"	"圖案：日曆"
"pic_JailScratches01_Piece_desc"	"用於製作裝飾品\"日曆\"的碎片"
"pic_JailScratches01_Piece_name"	"裝飾品\"日曆\"碎片"
"pic_KhakiSharp_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_KhakiSharp_Name"	"圖案：落葉松"
"pic_LavaSkin01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_LavaSkin01_Name"	"圖案：熔岩"
"pic_MetalOil_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_MetalOil_Name"	"黑色黃金"
"pic_MetalOil_Piece_desc"	"用於製作噴漆\"黑色黃金\"的碎片"
"pic_MetalOil_Piece_name"	"噴漆\"黑色黃金\"碎片"
"pic_metal_black01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_PresentPaper01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_PresentPaper01_Name"	"小禮物"
"pic_RussianFolk01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_RussianFolk01_Name"	"北境童話"
"Pic_Ryuusui01_Desc"	"一望無盡的河流，讓人沉浸其中。這款噴漆的靈感來自其設計者的一場夢，一場關於遠方山川的夢。"
"Pic_Ryuusui01_Name"	"湍流"
"pic_ScaleFish01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_ScaleFish01_Name"	"材質：美洲鱷"
"pic_ScaleFish01_Piece_desc"	"用於製作\"材質：美洲鱷\"的碎片。"
"pic_ScaleFish01_Piece_name"	"\"材質：美洲鱷\"碎片"
"pic_ScaleFish02_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_ScaleFish02_Name"	"材質：金鱗"
"pic_ScaryFaces01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_ScaryFaces01_Name"	"深秋"
"pic_SchoolDesk01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_SchoolDesk01_Name"	"圖案：黑板"
"pic_SchoolDesk01_Piece_desc"	"用於製作\"黑板\"的碎片。"
"pic_SchoolDesk01_Piece_name"	"噴漆\"黑板\"碎片"
"Pic_Shimapan_Desc"	"仿若天際般的色彩，讓人產生無限遐想。"
"Pic_Shimapan_Name"	"條紋胖次"
"pic_SpiderWeb01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_SpiderWeb01_Name"	"暗夜獵手"
"Pic_SpiderWeb02_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"Pic_SpiderWeb02_Name"	"迷彩：蛛網"
"pic_StMuerte01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_StMuerte01_Name"	"青銅花紋"
"pic_StMuerte02_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_StMuerte02_Name"	"黃銅花紋"
"pic_StressTest01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_StressTest01_Name"	"圖案：黃昏塗鴉"
"pic_StressTest01_Piece_desc"	"用於製作\"圖案：黃昏塗鴉\"的碎片。|"
"pic_StressTest01_Piece_name"	"裝飾品\"圖案：黃昏塗鴉\"碎片"
"pic_StressTest02_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_StressTest02_Name"	"圖案：黎明塗鴉"
"pic_TaxiScratch_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_TaxiScratch_Name"	"老司機"
"pic_Teutonique_cross01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_Teutonique_cross01_Name"	"日爾曼鐵十字"
"pic_Teutonique_eagle_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_Teutonique_eagle_Name"	"日爾曼雄鷹"
"pic_Teutonique_stripes_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_Teutonique_stripes_Name"	"日爾曼十字條紋"
"Pic_Trypophobia01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"Pic_Trypophobia01_Name"	"迷彩：彈坑"
"pic_TurtleShell01_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_TurtleShell01_Name"	"圖案：海龜"
"pic_TurtleShell0_Desc"	"噴漆罐|可以為部件著色，讓它們看起來更酷！"
"pic_TurtleShell0_Name"	"圖案：海龜"
"pic_USline_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_USline_Name"	"\"獨行俠\"條帶"
"pic_USstars_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_USstars_Name"	"\"獨行俠\"之星"
"pic_XmasTree01_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_XmasTree01_Name"	"聖誕迷彩"
"pic_YouTube02_Desc"	"通過特殊途徑才可獲取的稀有噴漆。"
"pic_YouTube02_Name"	"吃瓜群眾"
"pic_YouTube03_Desc"	"花式塗料|可以為部件著色，讓它們看起來更酷！"
"pic_YouTube03_Name"	"玩家聯盟"
"pic_YouTube_Desc"	"通過特殊途徑才可獲取的稀有噴漆。"
"pic_YouTube_Name"	"圍觀群眾"
"Promo_flags_Name"	"旗幟"
"Promo_signs_3_Name"	"斜坡路滑"
"SeaTerra_Dye"	"調色板：陸地和海洋"
"SeaTerra_Dye_Desc"	"陸地與水的顏色。"
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_China_name"	"塗裝\"一窩蜂\""
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_Raider_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_AutoGuidedCourseGun_epic_C1_Raider_Name"	"塗裝\"霹靂\""
"Skin_CarPart_AutoGuidedCourseGun_epic_C2_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_AutoGuidedCourseGun_epic_C2_China_name"	"塗裝\"寒潮\""
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_China_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_China_Name"	"塗裝\"音箱\""
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_Raider_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_AutoGuidedCourseGun_rare_C1_Raider_Name"	"塗裝\"爆炸糖\""
"Skin_CarPart_AutoGuidedCourseGun_rare_C2_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_AutoGuidedCourseGun_rare_C2_China_name"	"塗裝\"冰雹\""
"Skin_CarPart_ChainSaw_epic_C1_China_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_ChainSaw_epic_C1_China_Name"	"塗裝\"魚腸\""
"Skin_CarPart_ChainSaw_epic_C1_Raider_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_ChainSaw_epic_C1_Raider_Name"	"塗裝\"復仇\""
"Skin_CarPart_Drill_epic_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Drill_epic_C1_China_name"	"塗裝\"金剛達摩傘\""
"Skin_CarPart_Drill_epic_C1_Raider_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Drill_epic_C1_Raider_name"	"塗裝\"芒刺\""
"Skin_CarPart_Drill_epic_C2_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Drill_epic_C2_China_name"	"塗裝\"熱帶氣旋\""
"Skin_CarPart_Gun_BigCannon_EX_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_EX_C1_China_name"	"塗裝\"校尉火炮\""
"Skin_CarPart_Gun_BigCannon_EX_epic_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_EX_epic_C1_China_name"	"塗裝\"漢武火炮\""
"Skin_CarPart_Gun_BigCannon_EX_epic_C2_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_EX_epic_C2_China_name"	"塗裝\"門捷列夫\""
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_China_name"	"塗裝\"戰龍\""
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_Raider_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_EX_rare_C1_Raider_Name"	"塗裝\"櫻桃\""
"Skin_CarPart_Gun_BigCannon_EX_rare_C2_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_EX_rare_C2_China_name"	"塗裝\"巨蟹座\""
"Skin_CarPart_Gun_BigCannon_Free_epic_C1_China_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_Free_epic_C1_China_Name"	"塗裝\"青龍\""
"Skin_CarPart_Gun_BigCannon_Free_legend_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_Free_legend_C1_China_name"	"塗裝\"帝王\""
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_China_name"	"塗裝\" 校尉炮塔\""
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_Raider_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_Free_rare_C1_Raider_name"	"塗裝\"大白鯊\""
"Skin_CarPart_Gun_BigCannon_Free_rare_C2_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_BigCannon_Free_rare_C2_China_name"	"塗裝\"天狼星\""
"Skin_CarPart_Gun_CannonMinigun_legend_C1_China_desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_CannonMinigun_legend_C1_China_name"	"塗裝\"嘯天\""
"Skin_CarPart_Gun_Cannon_epic_C1_China_Desc"	"可改變$targetDef$的外觀，改變外觀後該物品無法交易。一次只可應用一個塗裝。"
"Skin_CarPart_Gun_Cannon_epic_C1_China_Name"	"塗裝\"不死鳥\""
